2.420642089843750000e+01 2.421658325195312500e+01 2.419757080078125000e+01 2.419345092773437500e+01 2.416909790039062500e+01 2.419692993164062500e+01 2.420709228515625000e+01 2.415646362304687500e+01 2.417428588867187500e+01 2.422262573242187500e+01 2.413250732421875000e+01 2.414163208007812500e+01 2.417346191406250000e+01 2.419641113281250000e+01 2.420138549804687500e+01 2.419882202148437500e+01 2.416250610351562500e+01 2.419903564453125000e+01 2.419226074218750000e+01 2.421444702148437500e+01
2.434982299804687500e+01 2.446786499023437500e+01 2.432852172851562500e+01 2.442053222656250000e+01 2.436950683593750000e+01 2.449307250976562500e+01 2.446911621093750000e+01 2.454901123046875000e+01 2.444497680664062500e+01 2.430694580078125000e+01 2.411044311523437500e+01 2.417559814453125000e+01 2.417025756835937500e+01 2.443145751953125000e+01 2.449710083007812500e+01 2.446047973632812500e+01 2.454525756835937500e+01 2.427865600585937500e+01 2.444442749023437500e+01 2.430343627929687500e+01
2.489456176757812500e+01 2.494186401367187500e+01 2.505603027343750000e+01 2.489468383789062500e+01 2.511666870117187500e+01 2.523345947265625000e+01 2.490640258789062500e+01 2.482464599609375000e+01 2.494012451171875000e+01 2.491333007812500000e+01 2.494430541992187500e+01 2.519189453125000000e+01 2.474160766601562500e+01 2.496676635742187500e+01 2.505737304687500000e+01 2.496154785156250000e+01 2.490060424804687500e+01 2.488021850585937500e+01 2.516000366210937500e+01 2.482135009765625000e+01
2.550866699218750000e+01 2.549234008789062500e+01 2.549505615234375000e+01 2.529833984375000000e+01 2.557971191406250000e+01 2.566537475585937500e+01 2.509332275390625000e+01 2.515472412109375000e+01 2.554312133789062500e+01 2.544735717773437500e+01 2.566534423828125000e+01 2.572100830078125000e+01 2.551455688476562500e+01 2.549584960937500000e+01 2.552236938476562500e+01 2.549557495117187500e+01 2.532791137695312500e+01 2.566653442382812500e+01 2.580401611328125000e+01 2.574795532226562500e+01
2.608435058593750000e+01 2.607452392578125000e+01 2.593899536132812500e+01 2.559478759765625000e+01 2.629055786132812500e+01 2.612939453125000000e+01 2.592150878906250000e+01 2.596209716796875000e+01 2.587365722656250000e+01 2.606134033203125000e+01 2.607308959960937500e+01 2.620892333984375000e+01 2.620639038085937500e+01 2.608636474609375000e+01 2.600189208984375000e+01 2.607763671875000000e+01 2.587826538085937500e+01 2.621649169921875000e+01 2.592428588867187500e+01 2.626586914062500000e+01
2.625021362304687500e+01 2.621493530273437500e+01 2.650616455078125000e+01 2.557876586914062500e+01 2.627178955078125000e+01 2.645336914062500000e+01 2.607690429687500000e+01 2.627392578125000000e+01 2.631045532226562500e+01 2.626110839843750000e+01 2.605563354492187500e+01 2.641192626953125000e+01 2.645043945312500000e+01 2.617572021484375000e+01 2.604147338867187500e+01 2.631710815429687500e+01 2.592727661132812500e+01 2.629132080078125000e+01 2.600463867187500000e+01 2.628662109375000000e+01
2.584323120117187500e+01 2.576712036132812500e+01 2.620709228515625000e+01 2.533856201171875000e+01 2.583212280273437500e+01 2.631555175781250000e+01 2.580618286132812500e+01 2.593612670898437500e+01 2.620205688476562500e+01 2.599218750000000000e+01 2.565560913085937500e+01 2.588558959960937500e+01 2.628167724609375000e+01 2.564077758789062500e+01 2.589993286132812500e+01 2.631906127929687500e+01 2.594979858398437500e+01 2.588217163085937500e+01 2.565020751953125000e+01 2.614859008789062500e+01
2.469195556640625000e+01 2.466220092773437500e+01 2.509155273437500000e+01 2.486929321289062500e+01 2.452365112304687500e+01 2.525872802734375000e+01 2.493356323242187500e+01 2.487356567382812500e+01 2.498260498046875000e+01 2.472994995117187500e+01 2.461456298828125000e+01 2.501824951171875000e+01 2.532168579101562500e+01 2.469299316406250000e+01 2.511776733398437500e+01 2.527172851562500000e+01 2.529910278320312500e+01 2.475146484375000000e+01 2.493508911132812500e+01 2.523489379882812500e+01
2.396527099609375000e+01 2.367715454101562500e+01 2.475067138671875000e+01 2.431341552734375000e+01 2.406628417968750000e+01 2.433578491210937500e+01 2.406478881835937500e+01 2.384310913085937500e+01 2.446096801757812500e+01 2.404403686523437500e+01 2.384393310546875000e+01 2.386630249023437500e+01 2.471197509765625000e+01 2.437014770507812500e+01 2.440640258789062500e+01 2.451342773437500000e+01 2.425015258789062500e+01 2.431768798828125000e+01 2.410281372070312500e+01 2.463980102539062500e+01
2.335867309570312500e+01 2.336151123046875000e+01 2.407983398437500000e+01 2.348431396484375000e+01 2.359243774414062500e+01 2.382705688476562500e+01 2.337042236328125000e+01 2.343850708007812500e+01 2.411578369140625000e+01 2.323150634765625000e+01 2.347198486328125000e+01 2.324517822265625000e+01 2.412091064453125000e+01 2.411614990234375000e+01 2.366918945312500000e+01 2.410299682617187500e+01 2.385342407226562500e+01 2.359848022460937500e+01 2.392120361328125000e+01 2.420489501953125000e+01
