2.594232177734375000e+01 2.598770141601562500e+01 2.595001220703125000e+01 2.593530273437500000e+01 2.597656250000000000e+01 2.597610473632812500e+01 2.601541137695312500e+01 2.603088378906250000e+01 2.598437500000000000e+01 2.599594116210937500e+01
2.625106811523437500e+01 2.627005004882812500e+01 2.608630371093750000e+01 2.594448852539062500e+01 2.622607421875000000e+01 2.629595947265625000e+01 2.609396362304687500e+01 2.601760864257812500e+01 2.626068115234375000e+01 2.615930175781250000e+01
2.637448120117187500e+01 2.641171264648437500e+01 2.635086059570312500e+01 2.654486083984375000e+01 2.616845703125000000e+01 2.619287109375000000e+01 2.649365234375000000e+01 2.623901367187500000e+01 2.635845947265625000e+01 2.637277221679687500e+01
2.654922485351562500e+01 2.658255004882812500e+01 2.677557373046875000e+01 2.687350463867187500e+01 2.646868896484375000e+01 2.656271362304687500e+01 2.688568115234375000e+01 2.661135864257812500e+01 2.653665161132812500e+01 2.687710571289062500e+01
2.690798950195312500e+01 2.676208496093750000e+01 2.702191162109375000e+01 2.717498779296875000e+01 2.692388916015625000e+01 2.674691772460937500e+01 2.715515136718750000e+01 2.705801391601562500e+01 2.690219116210937500e+01 2.714132690429687500e+01
2.700329589843750000e+01 2.707754516601562500e+01 2.710208129882812500e+01 2.731561279296875000e+01 2.719491577148437500e+01 2.646917724609375000e+01 2.730422973632812500e+01 2.730899047851562500e+01 2.705831909179687500e+01 2.714685058593750000e+01
2.639675903320312500e+01 2.663436889648437500e+01 2.685116577148437500e+01 2.719317626953125000e+01 2.677920532226562500e+01 2.583224487304687500e+01 2.645898437500000000e+01 2.702349853515625000e+01 2.656658935546875000e+01 2.683297729492187500e+01
2.585870361328125000e+01 2.528649902343750000e+01 2.586215209960937500e+01 2.652343750000000000e+01 2.566903686523437500e+01 2.491442871093750000e+01 2.514935302734375000e+01 2.599719238281250000e+01 2.539373779296875000e+01 2.539434814453125000e+01
2.483331298828125000e+01 2.453530883789062500e+01 2.479739379882812500e+01 2.541632080078125000e+01 2.496261596679687500e+01 2.422488403320312500e+01 2.403402709960937500e+01 2.499038696289062500e+01 2.408081054687500000e+01 2.427832031250000000e+01
2.420785522460937500e+01 2.468319702148437500e+01 2.419079589843750000e+01 2.530114746093750000e+01 2.460739135742187500e+01 2.402270507812500000e+01 2.361813354492187500e+01 2.448324584960937500e+01 2.380593872070312500e+01 2.371780395507812500e+01
2.448718261718750000e+01 2.492095947265625000e+01 2.440661621093750000e+01 2.594912719726562500e+01 2.446890258789062500e+01 2.446542358398437500e+01 2.358264160156250000e+01 2.461712646484375000e+01 2.447897338867187500e+01 2.419027709960937500e+01
2.463122558593750000e+01 2.518078613281250000e+01 2.466024780273437500e+01 2.638803100585937500e+01 2.481134033203125000e+01 2.491217041015625000e+01 2.414642333984375000e+01 2.470288085937500000e+01 2.469122314453125000e+01 2.446441650390625000e+01
2.456365966796875000e+01 2.559222412109375000e+01 2.499523925781250000e+01 2.691934204101562500e+01 2.508782958984375000e+01 2.505685424804687500e+01 2.415991210937500000e+01 2.498959350585937500e+01 2.453512573242187500e+01 2.464526367187500000e+01
2.501293945312500000e+01 2.611770629882812500e+01 2.519805908203125000e+01 2.695657348632812500e+01 2.484536743164062500e+01 2.520596313476562500e+01 2.482739257812500000e+01 2.494793701171875000e+01 2.467102050781250000e+01 2.505316162109375000e+01
2.528472900390625000e+01 2.636697387695312500e+01 2.523132324218750000e+01 2.704489135742187500e+01 2.507223510742187500e+01 2.560931396484375000e+01 2.488040161132812500e+01 2.542144775390625000e+01 2.525195312500000000e+01 2.525643920898437500e+01
2.550848388671875000e+01 2.624557495117187500e+01 2.566876220703125000e+01 2.688806152343750000e+01 2.544512939453125000e+01 2.604418945312500000e+01 2.517309570312500000e+01 2.560290527343750000e+01 2.575024414062500000e+01 2.512515258789062500e+01
2.609402465820312500e+01 2.642813110351562500e+01 2.583480834960937500e+01 2.676861572265625000e+01 2.602749633789062500e+01 2.652728271484375000e+01 2.561682128906250000e+01 2.621759033203125000e+01 2.640609741210937500e+01 2.548437500000000000e+01
2.619509887695312500e+01 2.596145629882812500e+01 2.552780151367187500e+01 2.667614746093750000e+01 2.640872192382812500e+01 2.688427734375000000e+01 2.605398559570312500e+01 2.650451660156250000e+01 2.666824340820312500e+01 2.552239990234375000e+01
2.621685791015625000e+01 2.491897583007812500e+01 2.497375488281250000e+01 2.581365966796875000e+01 2.606741333007812500e+01 2.635437011718750000e+01 2.588778686523437500e+01 2.611221313476562500e+01 2.627673339843750000e+01 2.487673950195312500e+01
2.516241455078125000e+01 2.358291625976562500e+01 2.345590209960937500e+01 2.456164550781250000e+01 2.513800048828125000e+01 2.545098876953125000e+01 2.482092285156250000e+01 2.534432983398437500e+01 2.537094116210937500e+01 2.337686157226562500e+01
2.380752563476562500e+01 2.330886840820312500e+01 2.289285278320312500e+01 2.401885986328125000e+01 2.423294067382812500e+01 2.437710571289062500e+01 2.445053100585937500e+01 2.444659423828125000e+01 2.490936279296875000e+01 2.256167602539062500e+01
2.335299682617187500e+01 2.331600952148437500e+01 2.293975830078125000e+01 2.396945190429687500e+01 2.410968017578125000e+01 2.408892822265625000e+01 2.367352294921875000e+01 2.419403076171875000e+01 2.432229614257812500e+01 2.198690795898437500e+01
2.360360717773437500e+01 2.327178955078125000e+01 2.335226440429687500e+01 2.393731689453125000e+01 2.379577636718750000e+01 2.434664916992187500e+01 2.336715698242187500e+01 2.433502197265625000e+01 2.500839233398437500e+01 2.174777221679687500e+01
2.397897338867187500e+01 2.391079711914062500e+01 2.353292846679687500e+01 2.421301269531250000e+01 2.417419433593750000e+01 2.452188110351562500e+01 2.385375976562500000e+01 2.475805664062500000e+01 2.537875366210937500e+01 2.230123901367187500e+01
2.437744140625000000e+01 2.387051391601562500e+01 2.360598754882812500e+01 2.481921386718750000e+01 2.445037841796875000e+01 2.468188476562500000e+01 2.401757812500000000e+01 2.478988647460937500e+01 2.600946044921875000e+01 2.267440795898437500e+01
2.445394897460937500e+01 2.436264038085937500e+01 2.417373657226562500e+01 2.491513061523437500e+01 2.487213134765625000e+01 2.475106811523437500e+01 2.418560791015625000e+01 2.526083374023437500e+01 2.654101562500000000e+01 2.297683715820312500e+01
2.486541748046875000e+01 2.496917724609375000e+01 2.435916137695312500e+01 2.485342407226562500e+01 2.502133178710937500e+01 2.504898071289062500e+01 2.507046508789062500e+01 2.556307983398437500e+01 2.665747070312500000e+01 2.371054077148437500e+01
2.540725708007812500e+01 2.512060546875000000e+01 2.505206298828125000e+01 2.538259887695312500e+01 2.549047851562500000e+01 2.568692016601562500e+01 2.554129028320312500e+01 2.604846191406250000e+01 2.716159057617187500e+01 2.441577148437500000e+01
2.594375610351562500e+01 2.543154907226562500e+01 2.559765625000000000e+01 2.573843383789062500e+01 2.601257324218750000e+01 2.616278076171875000e+01 2.612530517578125000e+01 2.641378784179687500e+01 2.715249633789062500e+01 2.486569213867187500e+01
2.636038208007812500e+01 2.599417114257812500e+01 2.605398559570312500e+01 2.597225952148437500e+01 2.634457397460937500e+01 2.670828247070312500e+01 2.637350463867187500e+01 2.687734985351562500e+01 2.735552978515625000e+01 2.537579345703125000e+01
2.621597290039062500e+01 2.565444946289062500e+01 2.604174804687500000e+01 2.543942260742187500e+01 2.639221191406250000e+01 2.629006958007812500e+01 2.616928100585937500e+01 2.670825195312500000e+01 2.726556396484375000e+01 2.548266601562500000e+01
2.505636596679687500e+01 2.466238403320312500e+01 2.506588745117187500e+01 2.487982177734375000e+01 2.545147705078125000e+01 2.527322387695312500e+01 2.524960327148437500e+01 2.611886596679687500e+01 2.602371215820312500e+01 2.521893310546875000e+01
2.412536621093750000e+01 2.375643920898437500e+01 2.423065185546875000e+01 2.400607299804687500e+01 2.471795654296875000e+01 2.429635620117187500e+01 2.456393432617187500e+01 2.519863891601562500e+01 2.498397827148437500e+01 2.436721801757812500e+01
2.354650878906250000e+01 2.336190795898437500e+01 2.409539794921875000e+01 2.353076171875000000e+01 2.374450683593750000e+01 2.396575927734375000e+01 2.409234619140625000e+01 2.480743408203125000e+01 2.477297973632812500e+01 2.409478759765625000e+01
