"";"date";"mean";"se";"case"
"1";1850;NA;NA;"Full Forcing"
"2";1850,08302889406;NA;NA;"Full Forcing"
"3";1850,16605778811;NA;NA;"Full Forcing"
"4";1850,24908668217;NA;NA;"Full Forcing"
"5";1850,33211557622;NA;NA;"Full Forcing"
"6";1850,41514447028;NA;NA;"Full Forcing"
"7";1850,49817336433;NA;NA;"Full Forcing"
"8";1850,58120225839;NA;NA;"Full Forcing"
"9";1850,66423115244;NA;NA;"Full Forcing"
"10";1850,7472600465;NA;NA;"Full Forcing"
"11";1850,83028894055;NA;NA;"Full Forcing"
"12";1850,91331783461;NA;NA;"Full Forcing"
"13";1850,99634672866;NA;NA;"Full Forcing"
"14";1851,07937562272;NA;NA;"Full Forcing"
"15";1851,16240451677;NA;NA;"Full Forcing"
"16";1851,24543341083;NA;NA;"Full Forcing"
"17";1851,32846230488;NA;NA;"Full Forcing"
"18";1851,41149119894;NA;NA;"Full Forcing"
"19";1851,49452009299;NA;NA;"Full Forcing"
"20";1851,57754898705;NA;NA;"Full Forcing"
"21";1851,6605778811;NA;NA;"Full Forcing"
"22";1851,74360677516;NA;NA;"Full Forcing"
"23";1851,82663566921;NA;NA;"Full Forcing"
"24";1851,90966456327;NA;NA;"Full Forcing"
"25";1851,99269345732;NA;NA;"Full Forcing"
"26";1852,07572235138;NA;NA;"Full Forcing"
"27";1852,15875124543;NA;NA;"Full Forcing"
"28";1852,24178013949;NA;NA;"Full Forcing"
"29";1852,32480903354;NA;NA;"Full Forcing"
"30";1852,4078379276;NA;NA;"Full Forcing"
"31";1852,49086682165;NA;NA;"Full Forcing"
"32";1852,57389571571;NA;NA;"Full Forcing"
"33";1852,65692460976;NA;NA;"Full Forcing"
"34";1852,73995350382;NA;NA;"Full Forcing"
"35";1852,82298239787;NA;NA;"Full Forcing"
"36";1852,90601129193;NA;NA;"Full Forcing"
"37";1852,98904018598;NA;NA;"Full Forcing"
"38";1853,07206908004;NA;NA;"Full Forcing"
"39";1853,1550979741;NA;NA;"Full Forcing"
"40";1853,23812686815;NA;NA;"Full Forcing"
"41";1853,32115576221;NA;NA;"Full Forcing"
"42";1853,40418465626;NA;NA;"Full Forcing"
"43";1853,48721355032;NA;NA;"Full Forcing"
"44";1853,57024244437;NA;NA;"Full Forcing"
"45";1853,65327133843;NA;NA;"Full Forcing"
"46";1853,73630023248;NA;NA;"Full Forcing"
"47";1853,81932912654;NA;NA;"Full Forcing"
"48";1853,90235802059;NA;NA;"Full Forcing"
"49";1853,98538691465;NA;NA;"Full Forcing"
"50";1854,0684158087;NA;NA;"Full Forcing"
"51";1854,15144470276;NA;NA;"Full Forcing"
"52";1854,23447359681;NA;NA;"Full Forcing"
"53";1854,31750249087;NA;NA;"Full Forcing"
"54";1854,40053138492;NA;NA;"Full Forcing"
"55";1854,48356027898;NA;NA;"Full Forcing"
"56";1854,56658917303;NA;NA;"Full Forcing"
"57";1854,64961806709;NA;NA;"Full Forcing"
"58";1854,73264696114;NA;NA;"Full Forcing"
"59";1854,8156758552;NA;NA;"Full Forcing"
"60";1854,89870474925;NA;NA;"Full Forcing"
"61";1854,98173364331;NA;NA;"Full Forcing"
"62";1855,06476253736;NA;NA;"Full Forcing"
"63";1855,14779143142;NA;NA;"Full Forcing"
"64";1855,23082032547;NA;NA;"Full Forcing"
"65";1855,31384921953;NA;NA;"Full Forcing"
"66";1855,39687811358;NA;NA;"Full Forcing"
"67";1855,47990700764;NA;NA;"Full Forcing"
"68";1855,56293590169;NA;NA;"Full Forcing"
"69";1855,64596479575;NA;NA;"Full Forcing"
"70";1855,7289936898;NA;NA;"Full Forcing"
"71";1855,81202258386;NA;NA;"Full Forcing"
"72";1855,89505147791;NA;NA;"Full Forcing"
"73";1855,97808037197;NA;NA;"Full Forcing"
"74";1856,06110926602;NA;NA;"Full Forcing"
"75";1856,14413816008;NA;NA;"Full Forcing"
"76";1856,22716705413;NA;NA;"Full Forcing"
"77";1856,31019594819;NA;NA;"Full Forcing"
"78";1856,39322484224;NA;NA;"Full Forcing"
"79";1856,4762537363;NA;NA;"Full Forcing"
"80";1856,55928263036;NA;NA;"Full Forcing"
"81";1856,64231152441;NA;NA;"Full Forcing"
"82";1856,72534041847;NA;NA;"Full Forcing"
"83";1856,80836931252;NA;NA;"Full Forcing"
"84";1856,89139820658;NA;NA;"Full Forcing"
"85";1856,97442710063;NA;NA;"Full Forcing"
"86";1857,05745599469;NA;NA;"Full Forcing"
"87";1857,14048488874;NA;NA;"Full Forcing"
"88";1857,2235137828;NA;NA;"Full Forcing"
"89";1857,30654267685;NA;NA;"Full Forcing"
"90";1857,38957157091;NA;NA;"Full Forcing"
"91";1857,47260046496;NA;NA;"Full Forcing"
"92";1857,55562935902;NA;NA;"Full Forcing"
"93";1857,63865825307;NA;NA;"Full Forcing"
"94";1857,72168714713;NA;NA;"Full Forcing"
"95";1857,80471604118;NA;NA;"Full Forcing"
"96";1857,88774493524;NA;NA;"Full Forcing"
"97";1857,97077382929;NA;NA;"Full Forcing"
"98";1858,05380272335;NA;NA;"Full Forcing"
"99";1858,1368316174;NA;NA;"Full Forcing"
"100";1858,21986051146;NA;NA;"Full Forcing"
"101";1858,30288940551;NA;NA;"Full Forcing"
"102";1858,38591829957;NA;NA;"Full Forcing"
"103";1858,46894719362;NA;NA;"Full Forcing"
"104";1858,55197608768;NA;NA;"Full Forcing"
"105";1858,63500498173;NA;NA;"Full Forcing"
"106";1858,71803387579;NA;NA;"Full Forcing"
"107";1858,80106276984;NA;NA;"Full Forcing"
"108";1858,8840916639;NA;NA;"Full Forcing"
"109";1858,96712055795;NA;NA;"Full Forcing"
"110";1859,05014945201;NA;NA;"Full Forcing"
"111";1859,13317834606;NA;NA;"Full Forcing"
"112";1859,21620724012;NA;NA;"Full Forcing"
"113";1859,29923613417;NA;NA;"Full Forcing"
"114";1859,38226502823;NA;NA;"Full Forcing"
"115";1859,46529392228;NA;NA;"Full Forcing"
"116";1859,54832281634;NA;NA;"Full Forcing"
"117";1859,6313517104;NA;NA;"Full Forcing"
"118";1859,71438060445;NA;NA;"Full Forcing"
"119";1859,79740949851;NA;NA;"Full Forcing"
"120";1859,88043839256;NA;NA;"Full Forcing"
"121";1859,96346728662;NA;NA;"Full Forcing"
"122";1860,04649618067;NA;NA;"Full Forcing"
"123";1860,12952507473;NA;NA;"Full Forcing"
"124";1860,21255396878;NA;NA;"Full Forcing"
"125";1860,29558286284;NA;NA;"Full Forcing"
"126";1860,37861175689;NA;NA;"Full Forcing"
"127";1860,46164065095;NA;NA;"Full Forcing"
"128";1860,544669545;NA;NA;"Full Forcing"
"129";1860,62769843906;NA;NA;"Full Forcing"
"130";1860,71072733311;NA;NA;"Full Forcing"
"131";1860,79375622717;NA;NA;"Full Forcing"
"132";1860,87678512122;NA;NA;"Full Forcing"
"133";1860,95981401528;NA;NA;"Full Forcing"
"134";1861,04284290933;NA;NA;"Full Forcing"
"135";1861,12587180339;NA;NA;"Full Forcing"
"136";1861,20890069744;NA;NA;"Full Forcing"
"137";1861,2919295915;NA;NA;"Full Forcing"
"138";1861,37495848555;NA;NA;"Full Forcing"
"139";1861,45798737961;NA;NA;"Full Forcing"
"140";1861,54101627366;NA;NA;"Full Forcing"
"141";1861,62404516772;NA;NA;"Full Forcing"
"142";1861,70707406177;NA;NA;"Full Forcing"
"143";1861,79010295583;NA;NA;"Full Forcing"
"144";1861,87313184988;NA;NA;"Full Forcing"
"145";1861,95616074394;NA;NA;"Full Forcing"
"146";1862,03918963799;NA;NA;"Full Forcing"
"147";1862,12221853205;NA;NA;"Full Forcing"
"148";1862,2052474261;NA;NA;"Full Forcing"
"149";1862,28827632016;NA;NA;"Full Forcing"
"150";1862,37130521421;NA;NA;"Full Forcing"
"151";1862,45433410827;NA;NA;"Full Forcing"
"152";1862,53736300232;NA;NA;"Full Forcing"
"153";1862,62039189638;NA;NA;"Full Forcing"
"154";1862,70342079044;NA;NA;"Full Forcing"
"155";1862,78644968449;NA;NA;"Full Forcing"
"156";1862,86947857855;NA;NA;"Full Forcing"
"157";1862,9525074726;NA;NA;"Full Forcing"
"158";1863,03553636666;NA;NA;"Full Forcing"
"159";1863,11856526071;NA;NA;"Full Forcing"
"160";1863,20159415477;NA;NA;"Full Forcing"
"161";1863,28462304882;NA;NA;"Full Forcing"
"162";1863,36765194288;NA;NA;"Full Forcing"
"163";1863,45068083693;NA;NA;"Full Forcing"
"164";1863,53370973099;NA;NA;"Full Forcing"
"165";1863,61673862504;NA;NA;"Full Forcing"
"166";1863,6997675191;NA;NA;"Full Forcing"
"167";1863,78279641315;NA;NA;"Full Forcing"
"168";1863,86582530721;NA;NA;"Full Forcing"
"169";1863,94885420126;NA;NA;"Full Forcing"
"170";1864,03188309532;NA;NA;"Full Forcing"
"171";1864,11491198937;NA;NA;"Full Forcing"
"172";1864,19794088343;NA;NA;"Full Forcing"
"173";1864,28096977748;NA;NA;"Full Forcing"
"174";1864,36399867154;NA;NA;"Full Forcing"
"175";1864,44702756559;NA;NA;"Full Forcing"
"176";1864,53005645965;NA;NA;"Full Forcing"
"177";1864,6130853537;NA;NA;"Full Forcing"
"178";1864,69611424776;NA;NA;"Full Forcing"
"179";1864,77914314181;NA;NA;"Full Forcing"
"180";1864,86217203587;NA;NA;"Full Forcing"
"181";1864,94520092992;NA;NA;"Full Forcing"
"182";1865,02822982398;NA;NA;"Full Forcing"
"183";1865,11125871803;NA;NA;"Full Forcing"
"184";1865,19428761209;NA;NA;"Full Forcing"
"185";1865,27731650614;NA;NA;"Full Forcing"
"186";1865,3603454002;NA;NA;"Full Forcing"
"187";1865,44337429425;NA;NA;"Full Forcing"
"188";1865,52640318831;NA;NA;"Full Forcing"
"189";1865,60943208236;NA;NA;"Full Forcing"
"190";1865,69246097642;NA;NA;"Full Forcing"
"191";1865,77548987047;NA;NA;"Full Forcing"
"192";1865,85851876453;NA;NA;"Full Forcing"
"193";1865,94154765859;NA;NA;"Full Forcing"
"194";1866,02457655264;NA;NA;"Full Forcing"
"195";1866,1076054467;NA;NA;"Full Forcing"
"196";1866,19063434075;NA;NA;"Full Forcing"
"197";1866,27366323481;NA;NA;"Full Forcing"
"198";1866,35669212886;NA;NA;"Full Forcing"
"199";1866,43972102292;NA;NA;"Full Forcing"
"200";1866,52274991697;NA;NA;"Full Forcing"
"201";1866,60577881103;NA;NA;"Full Forcing"
"202";1866,68880770508;NA;NA;"Full Forcing"
"203";1866,77183659914;NA;NA;"Full Forcing"
"204";1866,85486549319;NA;NA;"Full Forcing"
"205";1866,93789438725;NA;NA;"Full Forcing"
"206";1867,0209232813;NA;NA;"Full Forcing"
"207";1867,10395217536;NA;NA;"Full Forcing"
"208";1867,18698106941;NA;NA;"Full Forcing"
"209";1867,27000996347;NA;NA;"Full Forcing"
"210";1867,35303885752;NA;NA;"Full Forcing"
"211";1867,43606775158;NA;NA;"Full Forcing"
"212";1867,51909664563;NA;NA;"Full Forcing"
"213";1867,60212553969;NA;NA;"Full Forcing"
"214";1867,68515443374;NA;NA;"Full Forcing"
"215";1867,7681833278;NA;NA;"Full Forcing"
"216";1867,85121222185;NA;NA;"Full Forcing"
"217";1867,93424111591;NA;NA;"Full Forcing"
"218";1868,01727000996;NA;NA;"Full Forcing"
"219";1868,10029890402;NA;NA;"Full Forcing"
"220";1868,18332779807;NA;NA;"Full Forcing"
"221";1868,26635669213;NA;NA;"Full Forcing"
"222";1868,34938558618;NA;NA;"Full Forcing"
"223";1868,43241448024;NA;NA;"Full Forcing"
"224";1868,51544337429;NA;NA;"Full Forcing"
"225";1868,59847226835;NA;NA;"Full Forcing"
"226";1868,6815011624;NA;NA;"Full Forcing"
"227";1868,76453005646;NA;NA;"Full Forcing"
"228";1868,84755895051;NA;NA;"Full Forcing"
"229";1868,93058784457;NA;NA;"Full Forcing"
"230";1869,01361673862;NA;NA;"Full Forcing"
"231";1869,09664563268;NA;NA;"Full Forcing"
"232";1869,17967452674;NA;NA;"Full Forcing"
"233";1869,26270342079;NA;NA;"Full Forcing"
"234";1869,34573231485;NA;NA;"Full Forcing"
"235";1869,4287612089;NA;NA;"Full Forcing"
"236";1869,51179010296;NA;NA;"Full Forcing"
"237";1869,59481899701;NA;NA;"Full Forcing"
"238";1869,67784789107;NA;NA;"Full Forcing"
"239";1869,76087678512;NA;NA;"Full Forcing"
"240";1869,84390567918;NA;NA;"Full Forcing"
"241";1869,92693457323;NA;NA;"Full Forcing"
"242";1870,00996346729;NA;NA;"Full Forcing"
"243";1870,09299236134;NA;NA;"Full Forcing"
"244";1870,1760212554;NA;NA;"Full Forcing"
"245";1870,25905014945;NA;NA;"Full Forcing"
"246";1870,34207904351;NA;NA;"Full Forcing"
"247";1870,42510793756;NA;NA;"Full Forcing"
"248";1870,50813683162;NA;NA;"Full Forcing"
"249";1870,59116572567;NA;NA;"Full Forcing"
"250";1870,67419461973;NA;NA;"Full Forcing"
"251";1870,75722351378;NA;NA;"Full Forcing"
"252";1870,84025240784;NA;NA;"Full Forcing"
"253";1870,92328130189;NA;NA;"Full Forcing"
"254";1871,00631019595;NA;NA;"Full Forcing"
"255";1871,08933909;NA;NA;"Full Forcing"
"256";1871,17236798406;NA;NA;"Full Forcing"
"257";1871,25539687811;NA;NA;"Full Forcing"
"258";1871,33842577217;NA;NA;"Full Forcing"
"259";1871,42145466622;NA;NA;"Full Forcing"
"260";1871,50448356028;NA;NA;"Full Forcing"
"261";1871,58751245433;NA;NA;"Full Forcing"
"262";1871,67054134839;NA;NA;"Full Forcing"
"263";1871,75357024244;NA;NA;"Full Forcing"
"264";1871,8365991365;NA;NA;"Full Forcing"
"265";1871,91962803055;NA;NA;"Full Forcing"
"266";1872,00265692461;NA;NA;"Full Forcing"
"267";1872,08568581866;NA;NA;"Full Forcing"
"268";1872,16871471272;NA;NA;"Full Forcing"
"269";1872,25174360678;NA;NA;"Full Forcing"
"270";1872,33477250083;NA;NA;"Full Forcing"
"271";1872,41780139489;NA;NA;"Full Forcing"
"272";1872,50083028894;NA;NA;"Full Forcing"
"273";1872,583859183;NA;NA;"Full Forcing"
"274";1872,66688807705;NA;NA;"Full Forcing"
"275";1872,74991697111;NA;NA;"Full Forcing"
"276";1872,83294586516;NA;NA;"Full Forcing"
"277";1872,91597475922;NA;NA;"Full Forcing"
"278";1872,99900365327;NA;NA;"Full Forcing"
"279";1873,08203254733;NA;NA;"Full Forcing"
"280";1873,16506144138;NA;NA;"Full Forcing"
"281";1873,24809033544;NA;NA;"Full Forcing"
"282";1873,33111922949;NA;NA;"Full Forcing"
"283";1873,41414812355;NA;NA;"Full Forcing"
"284";1873,4971770176;NA;NA;"Full Forcing"
"285";1873,58020591166;NA;NA;"Full Forcing"
"286";1873,66323480571;NA;NA;"Full Forcing"
"287";1873,74626369977;NA;NA;"Full Forcing"
"288";1873,82929259382;NA;NA;"Full Forcing"
"289";1873,91232148788;NA;NA;"Full Forcing"
"290";1873,99535038193;NA;NA;"Full Forcing"
"291";1874,07837927599;NA;NA;"Full Forcing"
"292";1874,16140817004;NA;NA;"Full Forcing"
"293";1874,2444370641;NA;NA;"Full Forcing"
"294";1874,32746595815;NA;NA;"Full Forcing"
"295";1874,41049485221;NA;NA;"Full Forcing"
"296";1874,49352374626;NA;NA;"Full Forcing"
"297";1874,57655264032;NA;NA;"Full Forcing"
"298";1874,65958153437;NA;NA;"Full Forcing"
"299";1874,74261042843;NA;NA;"Full Forcing"
"300";1874,82563932248;NA;NA;"Full Forcing"
"301";1874,90866821654;NA;NA;"Full Forcing"
"302";1874,99169711059;NA;NA;"Full Forcing"
"303";1875,07472600465;NA;NA;"Full Forcing"
"304";1875,1577548987;NA;NA;"Full Forcing"
"305";1875,24078379276;NA;NA;"Full Forcing"
"306";1875,32381268682;NA;NA;"Full Forcing"
"307";1875,40684158087;NA;NA;"Full Forcing"
"308";1875,48987047493;NA;NA;"Full Forcing"
"309";1875,57289936898;NA;NA;"Full Forcing"
"310";1875,65592826304;NA;NA;"Full Forcing"
"311";1875,73895715709;NA;NA;"Full Forcing"
"312";1875,82198605115;NA;NA;"Full Forcing"
"313";1875,9050149452;NA;NA;"Full Forcing"
"314";1875,98804383926;NA;NA;"Full Forcing"
"315";1876,07107273331;NA;NA;"Full Forcing"
"316";1876,15410162737;NA;NA;"Full Forcing"
"317";1876,23713052142;NA;NA;"Full Forcing"
"318";1876,32015941548;NA;NA;"Full Forcing"
"319";1876,40318830953;NA;NA;"Full Forcing"
"320";1876,48621720359;NA;NA;"Full Forcing"
"321";1876,56924609764;NA;NA;"Full Forcing"
"322";1876,6522749917;NA;NA;"Full Forcing"
"323";1876,73530388575;NA;NA;"Full Forcing"
"324";1876,81833277981;NA;NA;"Full Forcing"
"325";1876,90136167386;NA;NA;"Full Forcing"
"326";1876,98439056792;NA;NA;"Full Forcing"
"327";1877,06741946197;NA;NA;"Full Forcing"
"328";1877,15044835603;NA;NA;"Full Forcing"
"329";1877,23347725008;NA;NA;"Full Forcing"
"330";1877,31650614414;NA;NA;"Full Forcing"
"331";1877,39953503819;NA;NA;"Full Forcing"
"332";1877,48256393225;NA;NA;"Full Forcing"
"333";1877,5655928263;NA;NA;"Full Forcing"
"334";1877,64862172036;NA;NA;"Full Forcing"
"335";1877,73165061441;NA;NA;"Full Forcing"
"336";1877,81467950847;NA;NA;"Full Forcing"
"337";1877,89770840252;NA;NA;"Full Forcing"
"338";1877,98073729658;NA;NA;"Full Forcing"
"339";1878,06376619063;NA;NA;"Full Forcing"
"340";1878,14679508469;NA;NA;"Full Forcing"
"341";1878,22982397874;NA;NA;"Full Forcing"
"342";1878,3128528728;NA;NA;"Full Forcing"
"343";1878,39588176685;NA;NA;"Full Forcing"
"344";1878,47891066091;NA;NA;"Full Forcing"
"345";1878,56193955497;NA;NA;"Full Forcing"
"346";1878,64496844902;NA;NA;"Full Forcing"
"347";1878,72799734308;NA;NA;"Full Forcing"
"348";1878,81102623713;NA;NA;"Full Forcing"
"349";1878,89405513119;NA;NA;"Full Forcing"
"350";1878,97708402524;NA;NA;"Full Forcing"
"351";1879,0601129193;NA;NA;"Full Forcing"
"352";1879,14314181335;NA;NA;"Full Forcing"
"353";1879,22617070741;NA;NA;"Full Forcing"
"354";1879,30919960146;NA;NA;"Full Forcing"
"355";1879,39222849552;NA;NA;"Full Forcing"
"356";1879,47525738957;NA;NA;"Full Forcing"
"357";1879,55828628363;NA;NA;"Full Forcing"
"358";1879,64131517768;NA;NA;"Full Forcing"
"359";1879,72434407174;NA;NA;"Full Forcing"
"360";1879,80737296579;NA;NA;"Full Forcing"
"361";1879,89040185985;NA;NA;"Full Forcing"
"362";1879,9734307539;NA;NA;"Full Forcing"
"363";1880,05645964796;NA;NA;"Full Forcing"
"364";1880,13948854201;NA;NA;"Full Forcing"
"365";1880,22251743607;NA;NA;"Full Forcing"
"366";1880,30554633012;NA;NA;"Full Forcing"
"367";1880,38857522418;NA;NA;"Full Forcing"
"368";1880,47160411823;NA;NA;"Full Forcing"
"369";1880,55463301229;NA;NA;"Full Forcing"
"370";1880,63766190634;NA;NA;"Full Forcing"
"371";1880,7206908004;NA;NA;"Full Forcing"
"372";1880,80371969445;NA;NA;"Full Forcing"
"373";1880,88674858851;NA;NA;"Full Forcing"
"374";1880,96977748256;NA;NA;"Full Forcing"
"375";1881,05280637662;NA;NA;"Full Forcing"
"376";1881,13583527067;NA;NA;"Full Forcing"
"377";1881,21886416473;NA;NA;"Full Forcing"
"378";1881,30189305878;NA;NA;"Full Forcing"
"379";1881,38492195284;NA;NA;"Full Forcing"
"380";1881,46795084689;NA;NA;"Full Forcing"
"381";1881,55097974095;NA;NA;"Full Forcing"
"382";1881,634008635;NA;NA;"Full Forcing"
"383";1881,71703752906;NA;NA;"Full Forcing"
"384";1881,80006642312;NA;NA;"Full Forcing"
"385";1881,88309531717;NA;NA;"Full Forcing"
"386";1881,96612421123;NA;NA;"Full Forcing"
"387";1882,04915310528;NA;NA;"Full Forcing"
"388";1882,13218199934;NA;NA;"Full Forcing"
"389";1882,21521089339;NA;NA;"Full Forcing"
"390";1882,29823978745;NA;NA;"Full Forcing"
"391";1882,3812686815;NA;NA;"Full Forcing"
"392";1882,46429757556;NA;NA;"Full Forcing"
"393";1882,54732646961;NA;NA;"Full Forcing"
"394";1882,63035536367;NA;NA;"Full Forcing"
"395";1882,71338425772;NA;NA;"Full Forcing"
"396";1882,79641315178;NA;NA;"Full Forcing"
"397";1882,87944204583;NA;NA;"Full Forcing"
"398";1882,96247093989;NA;NA;"Full Forcing"
"399";1883,04549983394;NA;NA;"Full Forcing"
"400";1883,128528728;NA;NA;"Full Forcing"
"401";1883,21155762205;NA;NA;"Full Forcing"
"402";1883,29458651611;NA;NA;"Full Forcing"
"403";1883,37761541016;NA;NA;"Full Forcing"
"404";1883,46064430422;NA;NA;"Full Forcing"
"405";1883,54367319827;NA;NA;"Full Forcing"
"406";1883,62670209233;NA;NA;"Full Forcing"
"407";1883,70973098638;NA;NA;"Full Forcing"
"408";1883,79275988044;NA;NA;"Full Forcing"
"409";1883,87578877449;NA;NA;"Full Forcing"
"410";1883,95881766855;NA;NA;"Full Forcing"
"411";1884,0418465626;NA;NA;"Full Forcing"
"412";1884,12487545666;NA;NA;"Full Forcing"
"413";1884,20790435071;NA;NA;"Full Forcing"
"414";1884,29093324477;NA;NA;"Full Forcing"
"415";1884,37396213882;NA;NA;"Full Forcing"
"416";1884,45699103288;NA;NA;"Full Forcing"
"417";1884,54001992693;NA;NA;"Full Forcing"
"418";1884,62304882099;NA;NA;"Full Forcing"
"419";1884,70607771504;NA;NA;"Full Forcing"
"420";1884,7891066091;NA;NA;"Full Forcing"
"421";1884,87213550316;NA;NA;"Full Forcing"
"422";1884,95516439721;NA;NA;"Full Forcing"
"423";1885,03819329127;NA;NA;"Full Forcing"
"424";1885,12122218532;NA;NA;"Full Forcing"
"425";1885,20425107938;NA;NA;"Full Forcing"
"426";1885,28727997343;NA;NA;"Full Forcing"
"427";1885,37030886749;NA;NA;"Full Forcing"
"428";1885,45333776154;NA;NA;"Full Forcing"
"429";1885,5363666556;NA;NA;"Full Forcing"
"430";1885,61939554965;NA;NA;"Full Forcing"
"431";1885,70242444371;NA;NA;"Full Forcing"
"432";1885,78545333776;NA;NA;"Full Forcing"
"433";1885,86848223182;NA;NA;"Full Forcing"
"434";1885,95151112587;NA;NA;"Full Forcing"
"435";1886,03454001993;NA;NA;"Full Forcing"
"436";1886,11756891398;NA;NA;"Full Forcing"
"437";1886,20059780804;NA;NA;"Full Forcing"
"438";1886,28362670209;NA;NA;"Full Forcing"
"439";1886,36665559615;NA;NA;"Full Forcing"
"440";1886,4496844902;NA;NA;"Full Forcing"
"441";1886,53271338426;NA;NA;"Full Forcing"
"442";1886,61574227831;NA;NA;"Full Forcing"
"443";1886,69877117237;NA;NA;"Full Forcing"
"444";1886,78180006642;NA;NA;"Full Forcing"
"445";1886,86482896048;NA;NA;"Full Forcing"
"446";1886,94785785453;NA;NA;"Full Forcing"
"447";1887,03088674859;NA;NA;"Full Forcing"
"448";1887,11391564264;NA;NA;"Full Forcing"
"449";1887,1969445367;NA;NA;"Full Forcing"
"450";1887,27997343075;NA;NA;"Full Forcing"
"451";1887,36300232481;NA;NA;"Full Forcing"
"452";1887,44603121886;NA;NA;"Full Forcing"
"453";1887,52906011292;NA;NA;"Full Forcing"
"454";1887,61208900697;NA;NA;"Full Forcing"
"455";1887,69511790103;NA;NA;"Full Forcing"
"456";1887,77814679508;NA;NA;"Full Forcing"
"457";1887,86117568914;NA;NA;"Full Forcing"
"458";1887,94420458319;NA;NA;"Full Forcing"
"459";1888,02723347725;NA;NA;"Full Forcing"
"460";1888,11026237131;NA;NA;"Full Forcing"
"461";1888,19329126536;NA;NA;"Full Forcing"
"462";1888,27632015942;NA;NA;"Full Forcing"
"463";1888,35934905347;NA;NA;"Full Forcing"
"464";1888,44237794753;NA;NA;"Full Forcing"
"465";1888,52540684158;NA;NA;"Full Forcing"
"466";1888,60843573564;NA;NA;"Full Forcing"
"467";1888,69146462969;NA;NA;"Full Forcing"
"468";1888,77449352375;NA;NA;"Full Forcing"
"469";1888,8575224178;NA;NA;"Full Forcing"
"470";1888,94055131186;NA;NA;"Full Forcing"
"471";1889,02358020591;NA;NA;"Full Forcing"
"472";1889,10660909997;NA;NA;"Full Forcing"
"473";1889,18963799402;NA;NA;"Full Forcing"
"474";1889,27266688808;NA;NA;"Full Forcing"
"475";1889,35569578213;NA;NA;"Full Forcing"
"476";1889,43872467619;NA;NA;"Full Forcing"
"477";1889,52175357024;NA;NA;"Full Forcing"
"478";1889,6047824643;NA;NA;"Full Forcing"
"479";1889,68781135835;NA;NA;"Full Forcing"
"480";1889,77084025241;NA;NA;"Full Forcing"
"481";1889,85386914646;NA;NA;"Full Forcing"
"482";1889,93689804052;NA;NA;"Full Forcing"
"483";1890,01992693457;NA;NA;"Full Forcing"
"484";1890,10295582863;NA;NA;"Full Forcing"
"485";1890,18598472268;NA;NA;"Full Forcing"
"486";1890,26901361674;NA;NA;"Full Forcing"
"487";1890,35204251079;NA;NA;"Full Forcing"
"488";1890,43507140485;NA;NA;"Full Forcing"
"489";1890,5181002989;NA;NA;"Full Forcing"
"490";1890,60112919296;NA;NA;"Full Forcing"
"491";1890,68415808701;NA;NA;"Full Forcing"
"492";1890,76718698107;NA;NA;"Full Forcing"
"493";1890,85021587512;NA;NA;"Full Forcing"
"494";1890,93324476918;NA;NA;"Full Forcing"
"495";1891,01627366323;NA;NA;"Full Forcing"
"496";1891,09930255729;NA;NA;"Full Forcing"
"497";1891,18233145135;NA;NA;"Full Forcing"
"498";1891,2653603454;NA;NA;"Full Forcing"
"499";1891,34838923946;NA;NA;"Full Forcing"
"500";1891,43141813351;NA;NA;"Full Forcing"
"501";1891,51444702757;NA;NA;"Full Forcing"
"502";1891,59747592162;NA;NA;"Full Forcing"
"503";1891,68050481568;NA;NA;"Full Forcing"
"504";1891,76353370973;NA;NA;"Full Forcing"
"505";1891,84656260379;NA;NA;"Full Forcing"
"506";1891,92959149784;NA;NA;"Full Forcing"
"507";1892,0126203919;NA;NA;"Full Forcing"
"508";1892,09564928595;NA;NA;"Full Forcing"
"509";1892,17867818001;NA;NA;"Full Forcing"
"510";1892,26170707406;NA;NA;"Full Forcing"
"511";1892,34473596812;NA;NA;"Full Forcing"
"512";1892,42776486217;NA;NA;"Full Forcing"
"513";1892,51079375623;NA;NA;"Full Forcing"
"514";1892,59382265028;NA;NA;"Full Forcing"
"515";1892,67685154434;NA;NA;"Full Forcing"
"516";1892,75988043839;NA;NA;"Full Forcing"
"517";1892,84290933245;NA;NA;"Full Forcing"
"518";1892,9259382265;NA;NA;"Full Forcing"
"519";1893,00896712056;NA;NA;"Full Forcing"
"520";1893,09199601461;NA;NA;"Full Forcing"
"521";1893,17502490867;NA;NA;"Full Forcing"
"522";1893,25805380272;NA;NA;"Full Forcing"
"523";1893,34108269678;NA;NA;"Full Forcing"
"524";1893,42411159083;NA;NA;"Full Forcing"
"525";1893,50714048489;NA;NA;"Full Forcing"
"526";1893,59016937894;NA;NA;"Full Forcing"
"527";1893,673198273;NA;NA;"Full Forcing"
"528";1893,75622716705;NA;NA;"Full Forcing"
"529";1893,83925606111;NA;NA;"Full Forcing"
"530";1893,92228495516;NA;NA;"Full Forcing"
"531";1894,00531384922;NA;NA;"Full Forcing"
"532";1894,08834274327;NA;NA;"Full Forcing"
"533";1894,17137163733;NA;NA;"Full Forcing"
"534";1894,25440053138;NA;NA;"Full Forcing"
"535";1894,33742942544;NA;NA;"Full Forcing"
"536";1894,4204583195;NA;NA;"Full Forcing"
"537";1894,50348721355;NA;NA;"Full Forcing"
"538";1894,58651610761;NA;NA;"Full Forcing"
