"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"405",1.79360911979869,1.20745028578929,1.08500940411483,1.18770465500352,0.869364213834485,1.15472813602692,1.21915228355478,1.46596306311662,1.17057623021515,1.23043877970269,1.35039263636166,1.24118794645881,1.18708959546377,1.63851807052752,1.36122015813039,1.27447674945339,1.3900064213078,1.39659351427778,1.06056184733354,1.99453516908191,1.38870522816448,1.42197314946,1.47623149136331,1.11924972613482,1.93465513443124,1.29941308012495,1.2728821213057,1.22253905154211,1.52497675432763,1.49215199552701,1.40883079375389,1.15650427932603,1.2614651480696,1.38112354372087,1.67940256019627,1.27346286067818,1.29416538222535,1.50239687371736,1.55105652262121,1.19664849095954
"406",1.78966710919996,1.19991492070573,1.08431197024397,1.18017227924176,0.892312492136358,1.15078839877949,1.22339483552509,1.48661726080718,1.17621442997917,1.23753472706273,1.36419381129043,1.25947116646738,1.17740364904515,1.62896365827262,1.36168183089308,1.27883081261482,1.38855120754951,1.36754828420642,1.06495005217301,2.00863633654696,1.40033980606822,1.39721134353621,1.48210073084012,1.11379850839325,1.93762566148429,1.29252101461694,1.26491445872206,1.22812518519352,1.54748576505836,1.5024531054652,1.40394427712335,1.15494595187276,1.26222088064664,1.37671220426759,1.67326301291275,1.27300371064723,1.29882306744223,1.50942205997752,1.5445054190097,1.19317673226494
"407",1.7821271339577,1.18785703215407,1.07941740144764,1.1776692110472,0.917933997774312,1.14871936264109,1.23163138243645,1.50536767312734,1.18065186910118,1.24159945699482,1.3777598894389,1.26908348659438,1.16587312942796,1.61112711618836,1.36221337593036,1.2867033387221,1.39059578513234,1.34137530572136,1.06386180630822,2.02826705763462,1.41708262436629,1.36694768637615,1.48628022364144,1.10063683690062,1.93988967941438,1.28755634083028,1.25755755280414,1.23897289252737,1.57457386778406,1.52663023443007,1.40190599100951,1.15702010920033,1.26222402400256,1.37520776659725,1.66499761636048,1.27487461056408,1.30200733432884,1.51885332327715,1.53551553892562,1.19150241808275
"408",1.75977765675012,1.18362858522095,1.07508864434783,1.17187360660757,0.933693060956283,1.14648157619525,1.23579192454447,1.51772252616568,1.18288808316737,1.24344283387403,1.3877627262525,1.27903281601475,1.1539621620858,1.60037511467179,1.36273470797734,1.29281323797337,1.39166495855309,1.32046590167131,1.05992244490792,2.05051331353609,1.42790370108446,1.33541816355908,1.49083754314353,1.09027631835088,1.93225575063214,1.29168615227869,1.25577018745529,1.2463716066442,1.59419273183666,1.54700754155979,1.40222738375375,1.16575687618561,1.26210968155256,1.37598278146199,1.65484517394929,1.2720445616115,1.3041294229947,1.52501713461129,1.52965650638421,1.1964502982669
"409",1.73892606992061,1.18307806994554,1.07343088850176,1.17030741364014,0.942227257932869,1.14426045538517,1.24041089362342,1.52549994617859,1.18764598598693,1.2453514240646,1.39517317691201,1.28686304106363,1.14532690333085,1.58702714816474,1.3614865388499,1.29721528820008,1.3907654444809,1.2988947493024,1.05789449433512,2.07177236138154,1.42596766223496,1.31590540460152,1.49301065811957,1.08534715656077,1.916928805425,1.29759351068269,1.2576908064001,1.24953671270649,1.61333811961806,1.56383968910193,1.40732085884545,1.17726782804497,1.26316915754434,1.37894584153747,1.64803524243663,1.27273979493594,1.3038617812669,1.52765763640145,1.52350364303183,1.20384462103261
"410",1.71809073095273,1.18388867122346,1.07307814522351,1.17062735556895,0.948584252574852,1.1444425151046,1.24275567415719,1.52649806312052,1.19004341199213,1.24545245171173,1.39613357162914,1.29107011398283,1.13956568030611,1.57594506808104,1.36095412488398,1.29853787618255,1.38944270251082,1.2844803238426,1.05730118117229,2.08441777363044,1.41690292330335,1.30418382118642,1.49104648626492,1.08190980816613,1.90178986659563,1.30356814046411,1.26092133340018,1.24467567884886,1.62402969944569,1.5753719513935,1.41598437769588,1.19174557549731,1.26487747237232,1.38159687607722,1.64482483515294,1.27522070344866,1.3031317459602,1.5228947705364,1.51964356665681,1.215920663521
"411",1.69949516052172,1.18862212709319,1.07402598958357,1.17062416961136,0.949674621700342,1.14600859308663,1.24360918408077,1.52007938202584,1.18892156944242,1.24539225896806,1.39147959767466,1.29130678104102,1.13678247497048,1.57200556897956,1.3610306173151,1.30028450873342,1.38716377822249,1.27875172887813,1.05792223647176,2.08875286081601,1.40489578557499,1.30082949322529,1.48696108726434,1.08171719400598,1.88374958656482,1.30543714922963,1.26870191987509,1.23538624751568,1.63066194473828,1.58141102123508,1.42672911091986,1.20512927803333,1.269494196051,1.38408195808214,1.64547383006638,1.28163650193874,1.2997595926756,1.51380351548297,1.51832848402985,1.22690747537224
"412",1.68642054010475,1.19547182183021,1.07449681716598,1.17161074224862,0.949838155975118,1.148620156345,1.24316005757613,1.5100965886483,1.18613096567757,1.24533644607368,1.38071231297979,1.29091679467135,1.13708707161041,1.5737252344596,1.3599625985175,1.29349074729954,1.38529924188665,1.27729235513032,1.05786381770138,2.08656270658812,1.3879316372476,1.30275590597792,1.48061512288505,1.08315055410806,1.86799681719095,1.30598883689765,1.27617696538073,1.2253163894429,1.63441064824565,1.58166032039636,1.43903158043983,1.21440936873547,1.2790804817983,1.3865092449134,1.64848667795904,1.28837998417961,1.29360627522019,1.50336376477984,1.51976761583612,1.23863825259346
"413",1.67219052243987,1.20180002426531,1.07454967460129,1.17435764213567,0.949111320494525,1.15159122225585,1.23989731838423,1.4931927238189,1.17932527950098,1.24366136886378,1.3677761972475,1.29002825844688,1.13934892966107,1.58181521604034,1.35844565886553,1.28233915194411,1.38833232411916,1.27941466199184,1.05416710791296,2.08077641899153,1.37287373882371,1.31210017336063,1.47466828218366,1.08447230791028,1.85477574999264,1.30591054754547,1.28510017969989,1.21215502730032,1.63496075601546,1.57604404482437,1.44945309685363,1.22041271951413,1.29211497928481,1.39366484820225,1.65193904365289,1.29708354601508,1.28551529735804,1.49097751281959,1.52287542032307,1.24982630891857
"414",1.66434083851903,1.21252186441892,1.07506686692902,1.17998069171302,0.947124674227668,1.15261148480285,1.23797825413702,1.47651898642154,1.16941726978916,1.24376053971191,1.35503990897693,1.2871331202345,1.14035224144537,1.59252951849108,1.35527231550266,1.26685392407707,1.39689645761032,1.28163507544909,1.04921424321876,2.06633366680803,1.37019804879185,1.32045524323069,1.47044456749737,1.08415626595539,1.84682205434602,1.30236520243191,1.29905624618902,1.20011695758321,1.63354545190394,1.5667116387355,1.45839374344293,1.22067487335258,1.30607870401825,1.39896031525762,1.65355420966627,1.31460832191813,1.28196468946529,1.47717846366225,1.52481497975317,1.26153059752934
"415",1.66427045278665,1.22020368638166,1.08204029352733,1.18680157089548,0.944222921702829,1.15098657424261,1.2397325575871,1.46021470350795,1.16387158973709,1.24562759700998,1.34309877870739,1.28570849984284,1.14178710341151,1.60748277773624,1.35256735065732,1.25265694870665,1.40276298827201,1.28185860901203,1.04547454078476,2.05246540416004,1.37066651497943,1.32545686181615,1.4738129289096,1.08669176294207,1.8482541316546,1.30131805258141,1.31698069199521,1.18956160907698,1.63263776860177,1.56232212403164,1.47229719417791,1.21823776341339,1.32062956789509,1.40174143738631,1.65444391006142,1.32550787152919,1.27696106647596,1.46162986408027,1.52356946711073,1.26890780895021
"416",1.66220254062791,1.22530303461808,1.08400369849103,1.19113169442976,0.944449925138389,1.14833981920989,1.24036236434849,1.44964864011046,1.16359859575111,1.24934147033509,1.3306667559492,1.28553735314747,1.14206770110471,1.62098045534455,1.34827602620356,1.24965776144775,1.40438976571416,1.28129875679952,1.04412922092142,2.04728590015663,1.36808660857662,1.32656183380051,1.47501820378592,1.08626022080137,1.84780000059047,1.30587366995763,1.326174670536,1.18718949725469,1.63340718427456,1.56164514576912,1.47886022047027,1.22627042179877,1.32489265329454,1.40013655370283,1.64759389800374,1.32374350312051,1.2775303421498,1.44777734767897,1.52367986763858,1.27030868839605
"417",1.66144168544829,1.22048001892481,1.08054059667954,1.18897817417858,0.947169947816534,1.14967880625057,1.2399959879098,1.44310719018539,1.16448523436821,1.24847639234745,1.32448260849324,1.28601399404219,1.14339948156128,1.62638392038517,1.34755333098232,1.2603323335088,1.39866895210384,1.28182715043486,1.05173557231549,2.06308726834653,1.3656746014559,1.32679035635353,1.47434842075578,1.08648690644573,1.84276776004685,1.31470655092151,1.32395395805318,1.18805174696813,1.63825087207657,1.56103479653579,1.47642002405403,1.23762309314378,1.31831713670343,1.38954990007894,1.65033699630079,1.31613202149598,1.27595101180934,1.4452166181778,1.52399267329138,1.26756504998655
"418",1.66444386125043,1.21162866058374,1.07045259186513,1.17909225341968,0.953222858968385,1.15304368521065,1.23604896971354,1.43995549392694,1.16601546610395,1.24682081244824,1.31526719203107,1.28944197165894,1.13599069030946,1.63219047992535,1.34954097235668,1.28330901957263,1.39350903074937,1.28720771020332,1.05886415161994,2.08518687326078,1.36597374911618,1.32680445707098,1.47270336505571,1.09137712720912,1.84809063788834,1.33058261878697,1.3149241032204,1.18788873762921,1.64457755559654,1.56182643281947,1.47150739234748,1.2545315682223,1.30647587441949,1.36549740800846,1.65307595818598,1.30231717272801,1.27600955602178,1.4471075935172,1.52628298445323,1.26318361784223
"419",1.67238918281201,1.2022144074281,1.06228915608064,1.17300152522352,0.963405062297321,1.1568668580785,1.23201214584563,1.43387670215853,1.16899389987009,1.24156453268475,1.30181026081188,1.29219272598331,1.13206893122706,1.64574006357606,1.34886427736634,1.30962419597384,1.39256063625428,1.28824544173524,1.06613851377823,2.10781507108361,1.36478363779808,1.32659142900673,1.47213575304641,1.09625945659282,1.86033630988939,1.34002674245327,1.30394190510401,1.1887998495215,1.65357973752862,1.5632458778498,1.46779414154351,1.2809364396095,1.3035821814315,1.34893758258728,1.65534653738171,1.29213109418291,1.27754435391297,1.44580711219001,1.5302251045317,1.25905356572971
"420",1.67242924768901,1.20008116965774,1.05444520846126,1.17118531053613,0.969799982548609,1.15792724959384,1.23198871215645,1.41620896363345,1.17105108705736,1.23962517590929,1.27976782241307,1.29394438728086,1.12791123359665,1.66596589731916,1.34343693281386,1.32634364351555,1.39160478372312,1.28547205348383,1.06920907829164,2.11428956739759,1.36539335453856,1.3263931653497,1.47172496376336,1.09973270178243,1.8645879506698,1.34792631443046,1.30099547612288,1.19265796891973,1.66519829124983,1.56697682886566,1.46748186818763,1.30138673459928,1.30388105050691,1.33355558682907,1.65178259207983,1.28642302278666,1.27724642618467,1.43798650395772,1.5302900861918,1.25771472828468
"421",1.67076257675381,1.20276306468552,1.04919185395486,1.17450313354902,0.973560513643411,1.15983656768749,1.23293585954272,1.39456906320674,1.17260226758319,1.23894938370998,1.2564074845679,1.29414968505665,1.12613310923554,1.69008189059582,1.32968618522316,1.33585669838964,1.39149970430126,1.2845251545208,1.06692740572037,2.11180530424591,1.36647759961648,1.32624669826386,1.47084026834968,1.1033848835568,1.87108949643417,1.35425635394446,1.30443478044931,1.19848777807192,1.67779089410809,1.57043035337665,1.46955745937985,1.31768008595708,1.30884643646707,1.31662473875456,1.64333426430606,1.28167748996814,1.27521628104624,1.42560397500041,1.53146515678421,1.25653528188902
"422",1.66990562303162,1.21034895460905,1.04734409258262,1.18219889098836,0.974679260748936,1.15993898231802,1.23411335561691,1.37464181657429,1.1731329472608,1.23980956828149,1.23186363562413,1.2913008848863,1.12588703473751,1.71431283378351,1.31622462139178,1.3416700933833,1.3914602569577,1.28295047198142,1.06214763775095,2.10443699801611,1.36652955394755,1.3237728081577,1.47057072464305,1.10812151423949,1.87554207563723,1.36166846169313,1.30914827354548,1.20436618191732,1.68764152278053,1.57026164760956,1.47233915195913,1.33283974513256,1.31752144985756,1.30429772567237,1.63633263760702,1.27692741300581,1.27257734909206,1.41343954460387,1.53076146133022,1.25632488064603
"423",1.66990158915191,1.2214598536386,1.04755168080114,1.19158524149648,0.974762758950778,1.15950391162179,1.23658406446355,1.36066424241774,1.17125180169241,1.24087559254248,1.20997061413888,1.28629448167672,1.12854349091973,1.72908464627465,1.30363501891738,1.33983282056528,1.39274982331203,1.28282973240338,1.05368056711295,2.09289843979054,1.36650169327816,1.31903286718422,1.47127395386351,1.1083928543371,1.87705508802024,1.36332660775604,1.31659768878671,1.21142033316946,1.69036368564007,1.56835894065912,1.47799791753875,1.33911762974419,1.32747993162064,1.30167690902715,1.63031172109723,1.27615700603744,1.26915120982899,1.40752293007604,1.53054185284989,1.25632100191473
"424",1.67211140748048,1.23257021299555,1.04944334952744,1.19821054365507,0.974840641832086,1.1553672203171,1.23819641178252,1.35581392829367,1.16477594169298,1.24357654901996,1.19560041324228,1.28142292250946,1.13329365326731,1.73809910633582,1.29136645898006,1.33395276765423,1.39251231492425,1.28311666033604,1.04448941891894,2.07800245391488,1.36835808907832,1.31334027491347,1.4763496489819,1.10641530449805,1.87710753292126,1.36332646054958,1.3208656586474,1.21555602476858,1.68796057964438,1.56622953137946,1.48319939175927,1.33658177654061,1.33527231123861,1.30189527837785,1.62544100951048,1.27956104729807,1.26446972653639,1.40313422678564,1.53048592033631,1.25754251505565
"425",1.67562764065034,1.2439289908847,1.05162828386134,1.20505716511299,0.975325616829447,1.1467469321592,1.23902182811844,1.35511057440273,1.15387167923332,1.246005993336,1.19316976208944,1.27983318705572,1.13921065933837,1.74325640038971,1.27967545524127,1.32859127736678,1.3899350845069,1.28520205880536,1.03407487530068,2.06128957883252,1.37201040840942,1.30576836328281,1.48714768629674,1.10274148250165,1.87695205437344,1.35861683137719,1.3254168845454,1.21839939747186,1.68175193848428,1.56225075156289,1.48521284851379,1.3300010012376,1.34368985571769,1.30442388638043,1.62610181205389,1.2845536298593,1.25875813022283,1.40240599558899,1.52958020057283,1.25214523076752
"426",1.68087974508047,1.25691633678161,1.04936706325815,1.20542007655876,0.97467902345349,1.13500691733118,1.23811673972498,1.36296261627965,1.14151703045687,1.24494880190285,1.20197551337504,1.27582268286838,1.14509804950434,1.73978487364257,1.26910971017119,1.32456593594369,1.38208832608511,1.28749416248394,1.01855409272486,2.05629466445522,1.38063239515756,1.29566070551441,1.50055981671718,1.10059106975427,1.87865427876923,1.34930136962259,1.32242984205009,1.22858670524903,1.67208539304376,1.55970119142794,1.48488841256229,1.32132292688221,1.34140607885364,1.3077514336548,1.62812006905347,1.29368757745875,1.25465778672913,1.40681265134426,1.5217376644509,1.24162997530574
"427",1.68366152084297,1.26549160286262,1.0478487798078,1.2010612869452,0.978447634006768,1.12679908277602,1.24033523263624,1.36518019911228,1.13772888510001,1.24552425285189,1.21335109554,1.27920165225901,1.15448810622941,1.72672230500817,1.26327646473792,1.32614204772309,1.37627376154131,1.28878800102328,1.01078271454025,2.05727431888216,1.38869860799139,1.2786903084791,1.51669125282816,1.10063835469561,1.88038766698988,1.34410270131356,1.31756571299062,1.23862848242184,1.66399678619735,1.55792600816208,1.48283157803633,1.31466381440911,1.3335161808345,1.30899170545432,1.6264348083326,1.30237243348266,1.25337182187732,1.40285983050041,1.51474067403611,1.2339810998048
"428",1.68337680799626,1.27290610860594,1.05568161849296,1.19882315160921,0.979349655383448,1.12678035718333,1.24667229842817,1.35351163612927,1.13761708738442,1.2477772941258,1.21283641155445,1.28314858043236,1.156504549681,1.71761248529548,1.26239576577909,1.32242873988444,1.37986729389582,1.28910145960309,1.01287248516918,2.05575339243736,1.38338008207713,1.27836655253362,1.52663930302204,1.10023072884142,1.87868213173249,1.34387976507019,1.32278372499737,1.24205263350485,1.66218870876514,1.55859783038703,1.48297462263351,1.31417843816896,1.3347795478904,1.30968757777563,1.60982476263492,1.30048913881764,1.25664051342491,1.38985757982095,1.51431334107414,1.24323840731709
"429",1.67981255448624,1.27322387399919,1.08100322446482,1.20603284237064,0.974362626348922,1.12736117838926,1.24824728798142,1.32364506025006,1.1357025029172,1.2467839414003,1.21436660208138,1.28271205054937,1.15290950452968,1.7171094074972,1.26313391551647,1.31435240104307,1.38779820604068,1.30192428119274,1.02146991378207,2.04504680077079,1.3608220739908,1.30167939547221,1.5250937969382,1.09711495691295,1.86855534922525,1.34354510455562,1.33117423749595,1.2378817759908,1.6642192143406,1.55267231297876,1.48165875303447,1.32203368604562,1.34607875007902,1.31438709220569,1.58570368021075,1.293098531858,1.27027594290364,1.37778148209376,1.52954655675694,1.26591833777698
"430",1.67454104528792,1.27147296549443,1.11500600955791,1.216606021203,0.964523883202248,1.12611304141927,1.24549742566546,1.30176771599393,1.13772260925266,1.24702221146254,1.21812506205645,1.28008995141621,1.14638702833832,1.72393792188591,1.26296612303609,1.30951642249057,1.40313583892827,1.32445623442613,1.03409333991256,2.03439611588421,1.33080453448464,1.32280319526928,1.52187361532063,1.0905508394451,1.8518046735134,1.3423671977012,1.34532246678592,1.22811803645555,1.66843646726614,1.53812485920521,1.48409691502289,1.34202347552214,1.36842871524725,1.31687984522439,1.54936022987009,1.281966637059,1.27858768888501,1.36655654711789,1.55981361626867,1.29659735418971
"431",1.67063703571588,1.27031463542648,1.15312662544118,1.22357769966225,0.952772806987003,1.12556232889754,1.24534608361824,1.28328939748317,1.14112558463033,1.24543177831749,1.22594742236997,1.27863008317616,1.13882900609034,1.72626079986806,1.26183994592288,1.30438681742725,1.41332280260746,1.34687753305657,1.04989780891187,2.02479737423407,1.29438335166767,1.33564306320316,1.52268868670688,1.08322406060423,1.83319754932275,1.34260979941204,1.36287820548356,1.21904706629266,1.67229361270008,1.53163130119896,1.48512926065308,1.36304265850678,1.38562216957615,1.32044440012822,1.52195662132891,1.26594520826553,1.29127604020917,1.35973866387431,1.5873051930131,1.32618379163584
"432",1.66674624836754,1.27143630831305,1.17884549131994,1.22893684548392,0.945948984011731,1.1255273744143,1.25086527826302,1.26835259611208,1.14638641922754,1.2421440683359,1.23452697972924,1.28660217705409,1.13948061063084,1.72957017011633,1.26003518660132,1.29515048354928,1.42561736123772,1.37113403628318,1.06745225335236,2.0189303410475,1.26360006421238,1.33587562192849,1.52949536187713,1.07894022117669,1.81120502136972,1.34276295254101,1.37419219823442,1.2113865876731,1.67534201787624,1.52327669454336,1.48604566630875,1.38043079516737,1.39836987334094,1.32499764700773,1.49479021027135,1.24954193211971,1.29939023864217,1.35490194226716,1.60650014076608,1.34820376834076
"433",1.65989949338706,1.27193012313498,1.19998845765741,1.23275551221751,0.942712213852067,1.12533506892083,1.26106457715835,1.2574124254741,1.15159883291567,1.2388325968752,1.24258668984522,1.30116313153515,1.14104582032457,1.73056596052946,1.25850721231096,1.28530512845155,1.43587275637297,1.39424189866321,1.0850929043117,2.01319647178552,1.23926974417916,1.33378275909946,1.5449035322224,1.07631129904003,1.79439355496833,1.3428141131432,1.38361783543276,1.20682608129271,1.67161086676559,1.51444786034334,1.48650086698105,1.39204653427169,1.4049571857708,1.33107331189557,1.46874460613517,1.23434667653958,1.31272077161025,1.35898953143611,1.62161702974967,1.36783056252385
"434",1.65637678792468,1.27225523899038,1.21167296294806,1.22969130182653,0.941447385680015,1.12429400373858,1.26986714657401,1.2521690092862,1.15464385830977,1.23360453785305,1.2447766038702,1.31250665633637,1.14758213157817,1.72420839050929,1.25652152445584,1.28137785136705,1.44039936020043,1.4085100617523,1.09190712910392,2.01117601660346,1.22548765598224,1.32553892010454,1.5605221435471,1.0758696300711,1.78509343116008,1.34430941044938,1.39135303062264,1.20581719177783,1.66489000687567,1.50986979702291,1.48654578124257,1.39754832689886,1.40595422288145,1.33404699481136,1.4469822506556,1.22331578423448,1.32087831615742,1.3597382769701,1.62828096531151,1.37901339760706
"435",1.65402523836211,1.26948996686069,1.21706111574813,1.22184853766907,0.941335520709286,1.12212768030404,1.28349630107731,1.25022268969598,1.15651352278708,1.2334015720543,1.24509689950695,1.32239517156587,1.15194859561139,1.71136940475301,1.25629587302794,1.28111751747631,1.4417114031618,1.41282461790542,1.09312725253022,2.01235457671789,1.22124966127681,1.31343226740413,1.5750214843256,1.07511348135442,1.78317320535627,1.34769276755472,1.39697465498321,1.20627595647244,1.6573347556683,1.50938675623564,1.48660754138169,1.3941636074284,1.40031727426662,1.33398727292878,1.4378362498337,1.21765274487327,1.32524635254364,1.36005296585488,1.62527826158312,1.38297383674308
"436",1.65444996818047,1.26392862978732,1.21802614359658,1.21091060307313,0.94168071052179,1.11927405402178,1.29641440715119,1.25047087226747,1.15547229061986,1.23530040179267,1.2450859629853,1.32983203879907,1.15043726074054,1.70199781218236,1.25936591745238,1.28169266848339,1.43958171616371,1.41205758808598,1.09198638215555,2.01598500331121,1.22051656128343,1.29627018973984,1.58509859993763,1.07697319977967,1.7858661200183,1.35012084087474,1.3974601914146,1.20832305966397,1.64470091291003,1.51337166272001,1.48655930343134,1.38552882847095,1.39017569504928,1.33119565563599,1.43561379273922,1.21816258786587,1.32655713382681,1.35972782761461,1.6155785514604,1.38056832207079
"437",1.65745469289852,1.2546928185963,1.21542438406833,1.19621311284523,0.940806777068283,1.11901645751231,1.30963187511208,1.25123930862363,1.15603513333821,1.24181328716428,1.2471479917268,1.33730031064529,1.14516055371248,1.68944987984272,1.26093491794588,1.28454466706846,1.43416335441292,1.40928123638086,1.0888455623763,2.01957204070543,1.22206829744195,1.28194695290695,1.59106554638645,1.07961150166217,1.79145922676793,1.35175902998208,1.39373367086382,1.21143565858012,1.62810705395358,1.51977897022922,1.4841942432419,1.37162740173494,1.37448371758586,1.32932044337796,1.43918767987718,1.22230220295777,1.32534833223747,1.36157073425064,1.60169015586561,1.37309955098435
"438",1.66154890407822,1.2387590440309,1.20874061384564,1.18193348183794,0.937059467685503,1.12381613762519,1.32600889988906,1.25115640547906,1.15858793759588,1.25970545884706,1.24805499318223,1.35057467708095,1.13449288211726,1.67733219511832,1.25810709804053,1.28921418837181,1.42841713159166,1.40274184936206,1.08245149164121,2.02071108800721,1.22305925956311,1.26833901167553,1.59157399318559,1.08214969962579,1.80007484382424,1.3573833203643,1.38902959286166,1.21032616222556,1.61218717133925,1.5272205649466,1.4768718344354,1.3534326999079,1.36228873304509,1.32955558179857,1.44707924662409,1.22521560145346,1.32146991471172,1.36177488099685,1.58429699859569,1.366567153604
"439",1.66432428989327,1.22800391356543,1.20402978952873,1.17771503228297,0.932601871011825,1.13005387574251,1.33751734172763,1.2513122965593,1.16412761703625,1.27853151295195,1.24791079033032,1.36479638165805,1.12551346009816,1.67735170632732,1.25600446580814,1.29011044141398,1.42701568593342,1.39879107341889,1.07707677558673,2.01969169741357,1.22356617554687,1.26316368768606,1.58817466554248,1.07903866507895,1.81256673247445,1.37222211076296,1.38819058571002,1.20403086756508,1.59637805364716,1.53481647445993,1.47248482892,1.33815667363849,1.35307614732361,1.32835253085503,1.45310033133786,1.22347213796342,1.3215185074242,1.36188788590924,1.56566869115248,1.36482969391746
"440",1.66563233481285,1.23466993529919,1.20400741382095,1.17792207125987,0.93396790167578,1.13941850270253,1.33954581079103,1.25132234311651,1.16352261063933,1.28248205665455,1.242595027528,1.37098213015173,1.13066574894277,1.66610197205302,1.25754961245187,1.28936159682623,1.42827674408356,1.40221628163641,1.07764670095545,2.01937606232787,1.2242891394988,1.26323757493843,1.59456402954409,1.0767380981863,1.82576057017594,1.37890479907512,1.38818860087699,1.2053527074103,1.5814363503154,1.53783248247625,1.47806116918919,1.33274554581109,1.35287793527625,1.3279372165445,1.45348715414577,1.22668295372756,1.32125192086151,1.36267225269102,1.55298842359335,1.36471039324576
"441",1.66535338601125,1.25988508111088,1.20422462636318,1.18277034587576,0.942479900219971,1.13960013266914,1.33397394086359,1.2517533993606,1.14387293837867,1.26295001957969,1.24251794971033,1.36618741329675,1.15455537848608,1.65964483558959,1.26075966403097,1.29015333556089,1.42812819479545,1.41726234128332,1.07518745137654,2.01348901611398,1.22978660889035,1.26374717485008,1.6063878848633,1.08329422331658,1.83487769697323,1.37289450980472,1.38723927148938,1.21498564600582,1.57295808787014,1.5344800441236,1.48439213973588,1.33883634322518,1.35564348675575,1.32722976933747,1.44847259283674,1.23490436018859,1.31836961232921,1.36223547392656,1.5520394527713,1.363764445341
"442",1.66088189084001,1.29687920034,1.20554369720108,1.19581518053075,0.959719508492563,1.13541427026942,1.31354660587645,1.25073613190465,1.12304295326675,1.23961298218895,1.25059342024971,1.3612027526547,1.18155647162838,1.66702438966022,1.25302829952267,1.28819567031612,1.42788860745827,1.43165786502553,1.07728535069001,2.00328175570576,1.23632929646562,1.26917914567739,1.61709962279534,1.09232027934515,1.84126770723919,1.36182571517401,1.3887312954966,1.22430344130978,1.56222803262548,1.53001365391954,1.50485453932746,1.35499306263834,1.36276610897009,1.32601709696213,1.43973430081198,1.25392127504292,1.31064169596812,1.35859599673384,1.55390240646154,1.35348748351388
"443",1.65545177737777,1.33356689306778,1.20467425994699,1.20678255588329,0.969433699691392,1.13879660957879,1.29150797758617,1.24601491378193,1.10199702713544,1.219493106186,1.26185365296067,1.35546989017728,1.20742476552946,1.66457811799375,1.24564061253736,1.28634294551379,1.42677717773773,1.44708257828956,1.0751876605493,1.99212694351716,1.25322132936703,1.27497215305942,1.62818794268284,1.10180131063257,1.85516790437512,1.35505345906547,1.39076859605566,1.23612985555283,1.54320575555796,1.52012534752545,1.52912315337645,1.36612473769125,1.37331585404846,1.32478347889632,1.43325938279682,1.27378990186356,1.3054029944791,1.3536491068264,1.55075633307584,1.34638749050252
"444",1.65217436718243,1.3604814171071,1.20200446822073,1.21744083884401,0.981730565432711,1.15537271421882,1.27526243239112,1.24531738531798,1.09106659582033,1.20564960307456,1.27342607259644,1.35937452354423,1.22647685938696,1.66930882200737,1.23749244628607,1.28460399442188,1.42750285465722,1.46051906614229,1.07819428029662,1.98151170298829,1.26225896411817,1.27775334873424,1.6381029629408,1.10969949782062,1.87621482156588,1.35134350108855,1.39213115550595,1.24320696317341,1.51745684060956,1.51205620326153,1.5400908233123,1.37398836380764,1.38285966747094,1.32425066199517,1.42749475082984,1.28818696515874,1.30067707853817,1.34920424369372,1.53697542497092,1.34125160339115
"445",1.65029347963977,1.3766997383659,1.19802762254753,1.2340065733374,0.992559903229611,1.175619426148,1.26548739999722,1.24547232706515,1.08745936598142,1.19507715866548,1.28184878565948,1.36685995098202,1.2459215795176,1.6700790484015,1.23142608411712,1.28533306037121,1.42788145904351,1.47084148043314,1.07878297514641,1.97812467833412,1.26689382460847,1.28137003858848,1.64521045464585,1.11487480281106,1.90012917683426,1.35850850799864,1.3930651665834,1.24859909131146,1.48967930175602,1.50645105207516,1.54512559829466,1.37812929491815,1.3866391510499,1.32508801805152,1.42436647200577,1.30502666578818,1.29823456230876,1.34666861937255,1.52033215361794,1.33528607444131
"446",1.64992320413251,1.38599499664598,1.19599142571001,1.24509360835066,0.998669381661435,1.19641606718426,1.26083594007664,1.24653687929875,1.08848462124086,1.19367751477317,1.28596117957148,1.37271654758984,1.2551916411847,1.66763068394531,1.22822558115491,1.28725984339956,1.42867729042377,1.47818990141958,1.07818957121879,1.97567771406373,1.27168764726482,1.28234944203377,1.64982289955339,1.11257486153399,1.91934866960488,1.36378064476745,1.39363518945213,1.25103858561438,1.46517639745092,1.50470321319897,1.54928325546537,1.3746918977649,1.38983198165476,1.32505151733839,1.42541098748951,1.31516731379753,1.29702822325121,1.34594595136307,1.50017701948239,1.33344279271572
"447",1.65088907144308,1.3857924791458,1.19620673744334,1.24904307423842,0.997921922940405,1.21800621409466,1.26365885789824,1.24654656808944,1.09917633369679,1.19750839969421,1.28921486936137,1.37646348866108,1.25708175229983,1.66877053244375,1.22771087746233,1.29100389830839,1.43047640390063,1.47708060304519,1.07764077537218,1.97477879248619,1.2752393036461,1.28176334750328,1.65152215899181,1.1062299212138,1.93571847590849,1.36915468514926,1.39149953183756,1.2513160123492,1.44950325877676,1.505181108074,1.55158479826713,1.36963693348727,1.38906252427842,1.3273144698534,1.42641230622764,1.3163774224205,1.29699461475415,1.34979179795743,1.4808672035491,1.3353323897118
