"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1151",1.45788624632782,1.60880246862387,1.88397138932997,1.64912673332945,1.36572048585967,2.0310142418473,1.12685512923649,1.54781675778511,1.3278377428433,1.35193390123893,1.82619054819068,1.93149173691301,1.42135007539869,2.12071473970969,1.26419438908571,1.4570706875264,2.15972810002972,1.42635711997967,1.49619397531928,1.69844452667534,1.42778461885013,1.62808808661453,1.3259866237842,1.50672723349473,1.59355292902006,1.24922639780441,1.31647518464198,1.4913563528878,1.67259489158633,1.18173852007551,1.50558147252685,1.43233980841597,1.62397479656721,1.12806318791034,1.69453619289197,1.44482274058396,1.57450095098422,1.28035647589805,1.86592099761405,1.52332084299991
"1152",1.47776208557645,1.61663723861156,1.86904929858185,1.6381480526818,1.35955435006359,2.0349255442818,1.12308119001387,1.53583443711296,1.32641854954036,1.36140668974273,1.84675897566067,1.90201405807474,1.41429362319182,2.13307052707719,1.26796282072534,1.44163215814615,2.16019192562347,1.42150671682299,1.47967168072581,1.6851682005887,1.41595742312949,1.62508887254848,1.32634724707096,1.49977021900929,1.5847458902122,1.252204348177,1.30557184956585,1.49552033943424,1.6523076018727,1.16117810893894,1.50004332226383,1.44207744451367,1.58591991231699,1.11440680838196,1.65911295905555,1.47482804321651,1.54274257147946,1.27766065918762,1.8627230936888,1.5225232882041
"1153",1.49290465789549,1.62558150857374,1.85329521863239,1.64074515685726,1.3548456961496,2.03740365449377,1.12063009593788,1.52102025268052,1.32813637668989,1.37730089330179,1.86298037950171,1.8807777228284,1.41208923183166,2.13769651090493,1.27584079988653,1.42906082279377,2.1587491825262,1.42037552497582,1.47269181079467,1.67531629695461,1.40778989131296,1.61687014560556,1.32847510127002,1.49030415999464,1.57735739835566,1.254566854478,1.30223297114661,1.49967751476465,1.63460875491275,1.14157592067945,1.4938295160742,1.44112645751179,1.55414714982472,1.09903263392152,1.6278993019382,1.50291832636265,1.51481300400093,1.27749137906522,1.85454762671471,1.52234383481822
"1154",1.50279079594172,1.63008052435758,1.83852682276287,1.65217318222896,1.3542261266762,2.03811651464774,1.11907084673514,1.50406429772121,1.3262941697717,1.40130920436028,1.87067472960876,1.8700877965745,1.40898285155749,2.13624844992955,1.29201411140189,1.42232303232482,2.15758272953561,1.4222738697241,1.46777387940704,1.67332341201068,1.3995724732925,1.60912409780741,1.3315077842143,1.48261923773584,1.57408681658003,1.25480250507458,1.30306802024379,1.50723521733979,1.62136126667144,1.12924691196458,1.49193635373617,1.42852169590311,1.53180080240621,1.09336973336483,1.60426429400603,1.53171584067443,1.49469610152367,1.2762711704317,1.84319777694177,1.52242359463192
"1155",1.50609158380401,1.6336173401631,1.83299965434043,1.6724318018341,1.36178129147764,2.03610157154446,1.12256134045557,1.49153538160579,1.325218082355,1.42732883641166,1.87149075269741,1.8716611492202,1.41010736812295,2.13003107700389,1.30868347770162,1.42035455759898,2.15755177539186,1.42866311191095,1.46813330539429,1.68104365269623,1.39663108763602,1.60449321796261,1.33510788676192,1.48078394947389,1.58175074247351,1.25394759930253,1.30946992925339,1.51232119978625,1.61086129142629,1.12487201501499,1.4921610920028,1.41167993884261,1.52249316827798,1.09230846286814,1.59613948987285,1.55462024226122,1.48293644692452,1.2736028936933,1.83148579034027,1.52215195395712
"1156",1.50736590542735,1.63301302177439,1.83265872634148,1.69340373298081,1.37577473044637,2.03436768041477,1.13085907581849,1.48487439397271,1.32753393974342,1.45124428085915,1.87110671737461,1.88335474229282,1.41964913739973,2.11754730436617,1.3330151599808,1.42511128946504,2.157440708702,1.43810448387043,1.4716152890926,1.69953012710292,1.39757474755471,1.60279166742995,1.34059252196009,1.48039947685029,1.59816112388924,1.25392149671587,1.31882779724615,1.51173725670122,1.60509508725826,1.13111343919248,1.4926859238357,1.39427014997278,1.52167707259342,1.09352754751146,1.59558787369072,1.56609534342656,1.47805315165163,1.27386093689881,1.82373185905511,1.52175088501018
"1157",1.50679376223792,1.62967090937502,1.83589281500994,1.72001575901049,1.38751219515047,2.03278187444283,1.14163941611863,1.48116692254975,1.33426326246342,1.47507027257,1.87050051597493,1.90459174275932,1.43247950949321,2.10316997118296,1.35736878314675,1.43387584964093,2.15972735973321,1.45144161214525,1.47715202108235,1.72756395235693,1.39952054941193,1.60580889940613,1.35095396902975,1.48073871829389,1.61675024264062,1.25449929006276,1.33174531637065,1.50949037323466,1.60445357014267,1.14325588479156,1.49733964140119,1.37635085027614,1.52856390302839,1.09635695437292,1.60594403092369,1.57545568742734,1.48153801492565,1.27503473646108,1.81916846353764,1.52231267705354
"1158",1.50463182282873,1.62664551379789,1.84111260973801,1.73670707628787,1.39984142787385,2.03921379455493,1.15244722798117,1.48504064784472,1.34334871995563,1.49778807941836,1.8705411255407,1.92410473509474,1.44947634522201,2.09271892786049,1.38076508313681,1.4470761077441,2.16171595312892,1.46320204525754,1.4815512000088,1.75393831976593,1.40262941666226,1.61489845729146,1.36410164145083,1.47968715528457,1.63619222275566,1.25888724049444,1.3464059271519,1.50641761683842,1.60728922691017,1.15491445983905,1.50334817506255,1.36148660781927,1.54125124156385,1.09623753060144,1.62212159189839,1.58138607958018,1.48848940538636,1.27771912431138,1.81620442257456,1.52294310482712
"1159",1.50333145612937,1.62664710819973,1.84380582774121,1.7403296604035,1.40535687161851,2.04915850859802,1.1534100717072,1.50081049731999,1.35405540782146,1.50825379400735,1.86196105179376,1.94776947544455,1.46712345752918,2.07790504039352,1.4042062948048,1.45932744776534,2.16357197787189,1.48070572504755,1.48455621942626,1.78042254347998,1.40151520009673,1.62368691472573,1.37248679166949,1.47928720622306,1.65691454323229,1.2644811797232,1.3576178946655,1.50656906171108,1.6093474279034,1.16151560770242,1.50726176831007,1.36146868333638,1.55011236305139,1.09365523578458,1.63675588591483,1.5877097103712,1.49016652349643,1.27939471020227,1.81432636531126,1.52406675549285
"1160",1.50362756176521,1.62290730119249,1.84038165570506,1.74076293587966,1.40469264042437,2.04713776100723,1.15391016784667,1.50690792192015,1.36067744626887,1.50340979423458,1.83933590873576,1.96851783082011,1.47267112938084,2.05888067408233,1.41850613303793,1.46716516556334,2.16389718740395,1.49606078332798,1.48460692208578,1.7984770593642,1.40380948570379,1.62274810950776,1.37438258892829,1.48194763487856,1.67464847592352,1.26851062455038,1.35991593620946,1.50722684532922,1.60685544897226,1.16297283203298,1.50965899594957,1.36093910577542,1.54193523613368,1.09320363005123,1.64048132804354,1.58189830955651,1.48666504046607,1.28111625454081,1.80907261299175,1.52231183652061
"1161",1.50603168822677,1.61727201433457,1.82636426488717,1.74180092881563,1.40393935052213,2.03459874181563,1.15521970025186,1.49572410702724,1.35978813555345,1.48713950366883,1.80926640776157,1.97747096683013,1.46164916408084,2.0526791313768,1.41323280808672,1.46966001060933,2.15697511063615,1.50896651284987,1.48472631024935,1.80701699831625,1.40372836803903,1.61287608197464,1.36613744909482,1.4860688906648,1.68695870333677,1.2643002590574,1.35838254334217,1.50416432081534,1.59683018076248,1.16185098413008,1.50362368402499,1.36144635606473,1.52529084328547,1.09524964992343,1.63451251323048,1.58325221471689,1.49001376067863,1.28020086690003,1.80403401620451,1.52280153551966
"1162",1.51483981604924,1.59603787794557,1.81018876433031,1.73939462415635,1.40099666791925,2.0234190885906,1.1570122898404,1.4794058683724,1.35325589016252,1.45691797848847,1.77574346691964,1.97561786291793,1.44392227918108,2.05344002662545,1.4029671348681,1.47011914910182,2.14806316595718,1.52559048176066,1.48312500071268,1.80009959153879,1.40720071570686,1.59749277426923,1.34773530425874,1.48594583114718,1.69928244183152,1.25046912626698,1.35772699166831,1.49526727495644,1.58776809164128,1.16141191176955,1.49845424541656,1.36803207691843,1.49177077285888,1.10031343437573,1.62418745202449,1.58513292506947,1.48416478021872,1.27785837606799,1.8002675109389,1.52792785793766
"1163",1.52249005954729,1.58480096879051,1.78608608612663,1.73665137041604,1.40338075509062,2.01290171012278,1.16105008559271,1.46805036011458,1.3459936067652,1.42478485028184,1.73728961705323,1.98052339860005,1.42620801250121,2.04881525233545,1.3944950708083,1.47166221467866,2.13976557756835,1.55272212494867,1.48400595252711,1.79338755771631,1.40998410877595,1.58640406872359,1.33032747964836,1.49444042212469,1.71820477176982,1.2423666593867,1.35753842594782,1.49091915392168,1.57505315066825,1.1591210575364,1.49357096712117,1.37362821648928,1.46009146288802,1.10173619870453,1.61111231484075,1.58330598167155,1.47668673839505,1.27631370678311,1.79126925090355,1.53032263689271
"1164",1.52478384724113,1.57814933521461,1.76667444387577,1.73737574902675,1.40458704077965,2.00599137568925,1.16268693345961,1.46428103264215,1.34329279567734,1.39799433277556,1.70466164641323,1.99342449702127,1.41205938383474,2.04050257707934,1.38896906206536,1.47636191122674,2.13419264953884,1.58069736950154,1.48985789533876,1.79808168162866,1.4070019419568,1.58407167391802,1.31820016402695,1.49867085561365,1.74392704767239,1.24331821352795,1.35613269000189,1.4902838489252,1.56412893231615,1.15913599520692,1.48836586402408,1.37958728826817,1.43070588931562,1.09926471003953,1.60249003210015,1.57699732488809,1.47714473309275,1.27720426876229,1.77979136135238,1.52870697646404
"1165",1.52582147141459,1.57061960392983,1.75438354062971,1.73695073260839,1.40455302242466,2.00492881018047,1.16363606560515,1.4650858280277,1.34561246704546,1.36568568475889,1.6742656519632,2.00926947752577,1.40279237170658,2.02174372900725,1.38073431893729,1.48355958380384,2.12891772203386,1.60528736547284,1.49533585036933,1.80840178775437,1.40484638820422,1.58301682794172,1.31060170936188,1.50412773052842,1.7696884552045,1.2448704545115,1.35583524056521,1.48984837150996,1.55710072544917,1.15958908308222,1.4867151953967,1.38529345958801,1.40441440231492,1.09449339475535,1.59606323566328,1.57063322248283,1.47888752833471,1.27861703771207,1.77084091409343,1.52545897933852
"1166",1.52575324188607,1.56667183370435,1.74541116923373,1.73690046619192,1.40596288232577,2.00932038348373,1.16375902386222,1.47523425905205,1.35230646230652,1.34488541456834,1.65484389710115,2.03034315673722,1.39887359486844,2.00328251835826,1.37792902831549,1.49006534156087,2.12707084925079,1.63072435919511,1.49656627686538,1.82119122354752,1.40259277367827,1.58373578899211,1.30798954262889,1.50423414648056,1.79750821108225,1.25047656481763,1.35477144930301,1.48964711928485,1.55361994265422,1.16060372155798,1.48790129860148,1.38628366549493,1.39068273703329,1.0897166315196,1.5951005748047,1.56770061007463,1.48086227841117,1.28190483637394,1.76482334350507,1.51769980596888
"1167",1.52356382567561,1.56529733892917,1.74341307811044,1.73603323114109,1.40645724713867,2.01570422313474,1.16350360112215,1.49093566051118,1.36144378482832,1.3346883562743,1.64021908358274,2.04844360048021,1.39944578138306,1.99134711945166,1.37776456933213,1.49511294186575,2.12920860310813,1.64768684135947,1.499437078038,1.83395347025872,1.40215806023109,1.58789795162824,1.31036572148643,1.50382614529906,1.82085808150412,1.26035453085077,1.35499453126658,1.49085979481728,1.55342255581898,1.16223811549918,1.49211641403485,1.38648043442589,1.38717765299198,1.08677032795921,1.60009172584415,1.56548243676853,1.48105253728337,1.288600874428,1.75734869779159,1.50810713751245
"1168",1.52174779699883,1.56614191948565,1.74352886662424,1.73327911110013,1.40595944105233,2.0252910498625,1.16172714401893,1.5079353921351,1.37422721949518,1.33101898892085,1.63117760269355,2.06522730932293,1.40305820446864,1.9849594536103,1.37930675717809,1.50406445728449,2.13587647056125,1.65741811472997,1.50369744113776,1.84876435506731,1.40229069115065,1.59320942970065,1.31643925208456,1.50455852366578,1.84244036977709,1.27484561034925,1.35606803006156,1.49561997514928,1.55773852594328,1.16493690269563,1.499385072065,1.38630725427373,1.38857138391368,1.08680347206385,1.60606685816068,1.56256196600798,1.48122856060661,1.29714494607015,1.75569066082829,1.5011727592603
"1169",1.51886584668246,1.56849949390351,1.74577154514142,1.72991457157375,1.40593668703256,2.03390087472708,1.16072734190733,1.52945650641221,1.39192651400609,1.33177118860869,1.63064509480729,2.07804750166621,1.41008484888834,1.98630728301548,1.3799695245685,1.51163885117412,2.14747597681333,1.66220580306867,1.50606413148179,1.86158012425727,1.40392573331078,1.60289205953217,1.32560055334535,1.50732401467222,1.85610995217042,1.29041147759736,1.35882280483525,1.50013234244974,1.56595615693671,1.16719432311007,1.50904433118959,1.38701319367662,1.39978901628165,1.09160504355246,1.61313028019827,1.56004492267549,1.48191877874476,1.31005887825475,1.75649902501024,1.49117298461461
"1170",1.5186495617636,1.57388203225088,1.74953629744668,1.72388025592377,1.40343608006976,2.03894482411374,1.16091372437259,1.54793421678074,1.41434046559097,1.33361172266533,1.63546751159378,2.08083704370198,1.41579267562638,1.99676826939657,1.38066378756414,1.52153121816695,2.16221596079036,1.67164237874425,1.51138309735065,1.86646604614784,1.40455284952615,1.61303140848723,1.33105827304117,1.51353379521696,1.86193046554155,1.30435831731007,1.36196694283936,1.50576424650963,1.57623006657101,1.17162957611071,1.52531760973803,1.38802004052628,1.41452930052063,1.10525392687123,1.62174740719121,1.5591698229047,1.48372387794283,1.32197715865681,1.76015641115321,1.48483592649262
"1171",1.520921753059,1.57890707825545,1.75092592940971,1.7190811279504,1.39690313675109,2.03836131539916,1.15817916673522,1.5572529514826,1.43206288726642,1.33345607492345,1.64034828528822,2.06992599057778,1.41632029541928,2.00181043352597,1.37919160982504,1.52617893108914,2.17924789318213,1.67222960610407,1.50717432786268,1.86337794167211,1.40678516783298,1.61717681970879,1.33191737787372,1.51646554706151,1.85347860005036,1.31296552390991,1.36345798193255,1.50822569444713,1.58643538873211,1.17300792692829,1.53931552825748,1.38807481738699,1.42926805500362,1.11836111405788,1.61832918886963,1.55860199087235,1.48681665804394,1.33495061780066,1.74806191247502,1.47505514442658
"1172",1.52395319337689,1.57527826487036,1.75094976562928,1.71834132923951,1.39518864137677,2.03979474070481,1.15919704817204,1.55394567430645,1.43326706048046,1.33281853992679,1.63674936595937,2.06747316494601,1.41504299258504,1.9614577778724,1.37945656121276,1.52619325954077,2.19341790985725,1.69403700817874,1.49724695984787,1.86786834228696,1.40770060869588,1.61478513505349,1.33195051260894,1.5164338342289,1.85868763603719,1.31889030530976,1.36276913133357,1.50738308789539,1.59477918538648,1.17221177039732,1.5438629906673,1.38800479121247,1.43042260750911,1.11989641198159,1.61545712974172,1.56468715756234,1.48330208857123,1.34399221089679,1.73170493840337,1.47194292531795
"1173",1.52582007645948,1.56250547334617,1.75026766047735,1.72077691678269,1.39633135074641,2.04625148327847,1.16145143845386,1.53762393369834,1.42035464614596,1.33357352419811,1.62668467171967,2.0775283988296,1.41275478745216,1.90916956807054,1.38322361228165,1.52634273518818,2.19195707397903,1.7197277954458,1.483510844921,1.88398835646772,1.40698608673022,1.606674550095,1.33610837114256,1.51404073274088,1.87394255952164,1.32012279211608,1.35416884789034,1.50767096266234,1.59813918146869,1.17326376857348,1.53723250298787,1.38917734168955,1.42424284702751,1.1059908139595,1.61904011043294,1.57146521298177,1.46747746205912,1.3434763881984,1.70429253772344,1.47516614819147
"1174",1.52578489879335,1.54015810933082,1.74628062598397,1.73010730679439,1.40588673211196,2.05296702346368,1.16905183048306,1.510804073368,1.39280101796534,1.34102571514678,1.61056771791899,2.08849051464762,1.41227007718063,1.85364505986587,1.37815498950951,1.52590580836767,2.17643133806506,1.74285905308377,1.4720819434552,1.90546459277902,1.40686856396027,1.60354900025013,1.34362540056896,1.51579039149929,1.89514156398853,1.32031309195702,1.35023777097633,1.51109628455479,1.5900166187436,1.17953097697931,1.52952565780304,1.3948453974116,1.40204154660701,1.07798509634099,1.62438996289396,1.5853384896841,1.45231965554944,1.34169642204649,1.68214157685713,1.48519216007585
"1175",1.52897210044649,1.52075539529443,1.73989105536488,1.72984957552788,1.41330392084479,2.05711578551751,1.17879227996492,1.4784303354072,1.36687426291886,1.33550071178988,1.58981004692057,2.0999454259069,1.41233422560951,1.79196825298193,1.37766964183757,1.5232614130863,2.15913715985278,1.76137730198588,1.45668916341446,1.92288292876579,1.40750293716963,1.60339047672866,1.34917270260647,1.51194178629151,1.91729184757132,1.32020972105052,1.34183306144573,1.51437161442344,1.58398779023959,1.18370754204197,1.5232410070522,1.39784216906734,1.38607726962138,1.05409296435933,1.63185546579241,1.60247112785113,1.43736943734131,1.33996137167397,1.65629241453693,1.49636266053555
"1176",1.5332996555277,1.50328950721739,1.73457193804247,1.73377881838149,1.41536235226507,2.06025253358273,1.19422811446307,1.45272868031417,1.35111929866604,1.32103228819078,1.56738482501845,2.09905726751633,1.41003867936223,1.75245352099761,1.3759567048415,1.5226039892797,2.15279427759303,1.7881169612252,1.43863122780429,1.94122274165914,1.40751926497403,1.60135743509435,1.35323642410475,1.51019445771692,1.93524311085776,1.31948889307022,1.33737280397671,1.5150494467549,1.58209268828872,1.18573609629981,1.51945518147468,1.39995695824182,1.3694267177837,1.03770746079493,1.63640151130295,1.61531401211379,1.42185210883586,1.34138819404755,1.63676994532137,1.5060945549194
"1177",1.53579006552623,1.48596692705329,1.73189808769743,1.73824814675934,1.41328088630119,2.05905623439887,1.20323970999224,1.42546904651775,1.34487360612381,1.31567794365867,1.55040563486081,2.09883166717099,1.40645905682828,1.72265392573656,1.37325573192001,1.52262424525111,2.15379268053162,1.8042677987938,1.42414070953925,1.95542688491291,1.4074630041954,1.59837495490572,1.36091320290371,1.50711271618478,1.94830419898916,1.31968870918926,1.33170756894231,1.51487841632522,1.5838151124923,1.18769024142166,1.51497833009732,1.39655865379234,1.35715374554161,1.02635041711926,1.63894442584997,1.62386912923293,1.40875201626843,1.34354539562292,1.62619172482254,1.51212752045612
"1178",1.54378955580567,1.47577633617414,1.73152437438341,1.74173796692656,1.4079391724263,2.05726704751074,1.20789083178364,1.40898448884907,1.34074501665881,1.30969541174322,1.53974787289867,2.09456807883935,1.40452373314906,1.70919438221379,1.37405466776027,1.5227784648277,2.15634863456855,1.81939694126696,1.40914626836128,1.96308052936408,1.40711483801293,1.59732439543513,1.3665696408113,1.50540411243177,1.95199879984055,1.32130003822137,1.32769365566918,1.51189122005288,1.59209727147643,1.1860037793606,1.51200463592252,1.39489031171509,1.35257621299988,1.02447226244237,1.63949890542638,1.62944614849339,1.39665959574732,1.34541001173812,1.61721751955066,1.51399125804982
"1179",1.55298834369176,1.47267200111417,1.73332201623257,1.73957379319456,1.39722435749658,2.05714674177391,1.20891467990898,1.39986079716382,1.34302922787358,1.30683440045978,1.5346241895982,2.083135647306,1.40384499781866,1.70727046008211,1.37424743017498,1.52255381863671,2.16817225738651,1.83086820525709,1.39728685768094,1.96838983443829,1.40839362644447,1.59752791218249,1.36757656401774,1.5056219136892,1.94709370057004,1.32119927215114,1.32737220037552,1.5104664161806,1.60581861929854,1.18518743667225,1.5133404266559,1.39474634306278,1.35224134151616,1.03273320581295,1.63898067351805,1.63295842113457,1.39277631742125,1.34580515714395,1.61272006978766,1.51409113775356
"1180",1.56217919629655,1.47467841740608,1.73827133856473,1.73360116077511,1.39152881710164,2.05658607883224,1.2071689149517,1.39574914884965,1.35307311109471,1.30667547304217,1.53934897145261,2.06882204747979,1.40380703734173,1.71417206945942,1.37589439721144,1.52167556264315,2.18241169714761,1.83365724755499,1.39269583879471,1.96653795329833,1.41295064535887,1.59749187242058,1.36751421213691,1.50799857123238,1.93995938555134,1.32019030705468,1.32946323986749,1.50898825605496,1.62229961999256,1.18738951324896,1.51399954938232,1.39801425254914,1.35605346958984,1.0461395663828,1.63750002439335,1.63379515417487,1.39351165188392,1.3459065017316,1.61296638209265,1.51737281429726
"1181",1.57223095127387,1.48135194033263,1.74111905276727,1.72455199197661,1.38427341990626,2.05748823543849,1.20724453436414,1.39876150920955,1.36503312932814,1.30827480939414,1.55062220567544,2.05607885607089,1.40422024187669,1.72855573986451,1.37681249012425,1.52169334946263,2.19996534927017,1.83144060608037,1.39544405529811,1.96105085409417,1.41866603040215,1.59759760640952,1.36703957051861,1.51294176004597,1.92930837403578,1.32320338799669,1.33315636625411,1.50709279251506,1.64216122765321,1.19436158287649,1.51385403314448,1.40228378344218,1.36590057759067,1.06248205580816,1.63783510482559,1.63397073043616,1.39952538938568,1.34265291743499,1.61746857304752,1.52456437217857
"1182",1.58898120577984,1.49398818858742,1.74766760675591,1.71691956373472,1.37860544306736,2.0569066320873,1.20659257648295,1.40770871651599,1.37988465421304,1.31346505524673,1.56457421768696,2.04883606937291,1.40169042794278,1.74083713541284,1.37895601956726,1.52295196807562,2.2139692016033,1.82781187927573,1.40057524689462,1.95524679409446,1.42917394369422,1.59725253664132,1.36742188774259,1.51962881547176,1.92085858362649,1.31980851633766,1.34088850851297,1.50874506858933,1.65912979815136,1.20505184757519,1.51241740627287,1.40867209891093,1.37174801918451,1.07798272384259,1.63932187404506,1.63443709580365,1.41003932933491,1.3385637908066,1.62501550648255,1.53583266626037
"1183",1.60709617814583,1.50805426529479,1.75342422185692,1.70628035349709,1.37360629111994,2.0561804239691,1.21094797297102,1.41236129894221,1.38512396880265,1.31946119169386,1.58240710712276,2.04957027398149,1.39887431666091,1.7432409525157,1.37932842719353,1.52372816742588,2.22077046368543,1.82835077167881,1.4078738963526,1.94924488581806,1.44481517849021,1.59609511689948,1.36557762108509,1.52692710205515,1.91859001726238,1.31847952719371,1.34796692393542,1.51461465370013,1.68086121711583,1.20733519957113,1.51196935939337,1.415893831563,1.37170882530102,1.09383534162782,1.64806877607726,1.63396887409358,1.4225467861459,1.33841321236408,1.631071834292,1.54729786276125
"1184",1.60674001031069,1.50898112959689,1.76099724280271,1.69329301460925,1.37539399858471,2.05738352092864,1.21140009926418,1.41216992983337,1.38430284642023,1.31464947603614,1.59119354503936,2.0353135471432,1.4027880207267,1.73394672624083,1.37880651074686,1.52031456393127,2.21357661615452,1.84035621476474,1.39338439726427,1.94731763968373,1.45834792217957,1.5971819718861,1.36562230328746,1.53105387865219,1.91916773725847,1.31766327797376,1.34855735300105,1.51440427958631,1.68687839917842,1.20041170236916,1.51380613993228,1.42093689055407,1.3740840612949,1.09141391346607,1.65349179249452,1.63446557806358,1.42238841703388,1.33473820638537,1.6325284209754,1.5451105876513
"1185",1.58863176337239,1.50128021927946,1.7699145375835,1.68688475882061,1.37462246954904,2.06601462743247,1.20532576461977,1.41023466826857,1.3843099144698,1.30256693710304,1.58662569011098,2.02362402986129,1.41463722299669,1.71867442219504,1.38494846199032,1.51733251359128,2.20747787276837,1.85785119293282,1.35728892262116,1.95209324248367,1.45720688010768,1.60346224685377,1.36483727993796,1.532008885139,1.92816078822312,1.31684782741597,1.3359949067301,1.5056531790809,1.68272388535414,1.18135655188278,1.51414671673732,1.42128073729288,1.38050520891303,1.08159327567195,1.65317623915723,1.63194154835758,1.41152125150999,1.32738199702316,1.62984507466419,1.53430063164202
"1186",1.56796958622401,1.48686524352329,1.77965379163349,1.68561641490203,1.37669237880153,2.08012070920971,1.19889530935944,1.41372804475978,1.3863858814533,1.28923132051268,1.57897081691782,2.0107168899416,1.44107640064715,1.68737168209192,1.39445726863089,1.5145645934353,2.20239322839384,1.87935238725094,1.31771373862174,1.96495416332919,1.45132429185476,1.61079335328214,1.36055036374757,1.53198198153895,1.94948659794678,1.31975662422099,1.32481050737263,1.49424780736094,1.67638311605491,1.16362021954376,1.516244417952,1.41673214470638,1.39180919990015,1.07253366257217,1.64517561391785,1.63237472770401,1.39528950313171,1.31821105564501,1.62517121418785,1.51323145262179
"1187",1.54021191711983,1.47654367825399,1.79446983720097,1.67994315858059,1.37685846133013,2.09531439163264,1.19449250156206,1.4220226117634,1.38759862170696,1.26982841586302,1.56799930771338,2.00231609253479,1.48215211626104,1.65480280604205,1.40258070909915,1.51379550396672,2.19226499947875,1.89679000494158,1.27170772739158,1.97753864926024,1.44140968381499,1.62122738593779,1.35804163754319,1.53201616306362,1.97220689603903,1.32300399389373,1.31611502464021,1.4877283147163,1.67387971049744,1.141695237945,1.51371308204395,1.41451115734658,1.39832553296762,1.05634471105724,1.64167045318363,1.63697111587093,1.37691011976438,1.31095345570159,1.62469994814207,1.49146163487964
"1188",1.52544308071927,1.47628600004553,1.8092790914438,1.66789943306137,1.37635058652776,2.1066276662984,1.18247901000869,1.42635572299314,1.38515439908818,1.25653899853619,1.56267237450955,1.99419980470912,1.50537846104558,1.62655600318416,1.40993157660344,1.51527716042446,2.17496121815516,1.9136643613868,1.23426384447655,1.98902509478682,1.44643336468845,1.62791071650551,1.35698948790668,1.52923311598139,1.98329412875413,1.32428812392398,1.30855373502346,1.48048635068965,1.67602411872947,1.12916896634107,1.50933667467344,1.41417906073206,1.39983123227246,1.04861891670678,1.64081646335033,1.63926364687129,1.36837674203903,1.30091877652283,1.62043600178779,1.48325976984144
"1189",1.51682764239321,1.47805545680631,1.82474084834876,1.65739103892814,1.37640364511491,2.11843358884604,1.16831540030981,1.43029692527187,1.38037647300605,1.24667145156257,1.57060542714446,1.98769445393153,1.52028433662692,1.60480646944056,1.41490708348135,1.51424696450349,2.15621938835322,1.92980540493614,1.20599491450582,1.98887074148459,1.45045102185337,1.63434138838904,1.35633020705385,1.52506514360971,1.99414346862715,1.32609198973973,1.30294118464023,1.47333477964593,1.67991022333042,1.12058524806922,1.50321442724312,1.41453464952321,1.3997406559233,1.04366074902626,1.64245743755151,1.64096780188066,1.36579418359879,1.29407565460796,1.61863751969998,1.48102261502668
"1190",1.51619202169748,1.48089435515611,1.84154367602995,1.64272323307627,1.37633978111056,2.12651524037918,1.16068975442065,1.43108540890175,1.3761775127646,1.24202312180701,1.5786113308045,1.98139800435565,1.52741560048036,1.58937756942959,1.41597534960715,1.51510099470209,2.13987520974929,1.94178198538177,1.18163204511586,1.98502867267652,1.46051894861056,1.6371569840082,1.35607806388465,1.52131923138979,1.9985738803025,1.32796333487787,1.30215033582687,1.47076300948798,1.68660751978184,1.11709101679779,1.49865629786177,1.41674428660515,1.40017035255075,1.04192553591419,1.6462827217079,1.64057191130103,1.36328369899337,1.29142694505002,1.61795346717833,1.48369031980111
"1191",1.52086548547189,1.49344393852981,1.86536443452391,1.62856673792628,1.37662324338794,2.12533379416035,1.15942678136291,1.43031007667932,1.37291626959514,1.24174763261049,1.58678851770678,1.97559194489248,1.52943610694471,1.58255646038891,1.41612505819325,1.51490216462723,2.1238956377862,1.94407250656254,1.16688546902992,1.97634353600797,1.47230941854087,1.63766803063493,1.3567372133424,1.51702098542274,1.9993645929014,1.32943457745988,1.3051638962148,1.4705199105601,1.69168592013941,1.11918932209617,1.49763854900127,1.41899158406522,1.39985417335291,1.04145973814166,1.65348431242684,1.64056980051306,1.36727499840607,1.28963082897447,1.62092355185495,1.4898954471706
"1192",1.53180105189252,1.51502195149407,1.88746334128612,1.61708178197946,1.38015149834419,2.12011579445493,1.15975058682908,1.4279172230684,1.3668430748357,1.24377264400081,1.59678266777957,1.97181602040596,1.52848879697417,1.5826394824483,1.41567712238501,1.51541445184627,2.10905419420704,1.94297885780381,1.16114822080433,1.96525951889419,1.48817617651698,1.63190839767459,1.35647892216741,1.51431302268251,1.99910544296455,1.3290616364865,1.3079005678274,1.47258435471691,1.70018996959512,1.12573348940035,1.49807978809527,1.4256419384845,1.40074695070169,1.04246408419189,1.6685422267145,1.64051301111729,1.37636855803291,1.29046723045588,1.6259218263673,1.5025274372333
