"V1","V2","V3","V4","V5"
"156",297.053863247958,296.556793698398,298.295292524858,296.97604675293,297.557154291326
"157",297.458725669167,296.997775268555,298.735157221014,296.961812383478,297.909746135365
"158",297.620442060991,297.36248439442,299.118743827126,297.489523384788,298.222453585538
"159",298.207928120006,298.102468594638,299.363132407449,298.031299313632,298.702472478693
"160",298.320688975941,298.301630262895,299.808133974942,298.287666320801,299.156358614835
"161",299.089694352583,298.942220028964,299.95744080977,298.692000302401,299.504883436723
"162",299.164023590088,299.368815682151,300.224733803489,299.006682170521,299.674597237327
"163",299.146194666082,299.285804263028,300.264226878773,298.753408744118,299.551935716109
"164",298.415973802046,298.696372500333,299.937409903786,297.397801763361,298.446964402632
"165",297.265354364569,298.041402019154,298.833127940785,296.297109985352,297.613881822066
"166",296.662899641557,297.569220040061,298.179004669189,295.935499642112,297.189621110396
"167",296.826718971946,297.832717271285,298.980913613059,295.662425231934,297.714313229648
"168",296.959600691362,298.279397999157,299.277852561257,295.907611916282,297.97884868275
"169",296.97815877741,298.588843883168,299.88019582575,296.345980696245,298.346239124645
"170",297.388072065874,298.939580674605,300.024338254062,296.672576557506,298.42702255249
"171",297.864833207564,299.261469754306,300.003426846591,297.344769217751,298.553196785667
"172",298.202259063721,299.254947731712,300.038029618697,298.130583607067,299.161470031738
"173",298.511152163419,299.686431399259,300.241513685747,298.616793961958,299.349290674383
"174",298.856131328236,299.826998832009,300.025571025502,299.02445824363,299.06894011064
"175",298.523715418035,299.339310455322,299.174114088579,299.126740542325,298.290466516668
"176",297.539938978715,298.53542286266,297.887753642689,298.696351970326,297.280651716752
"177",297.009866541082,297.539873157848,297.018310269442,297.892621751265,296.416211977872
"178",296.467202273282,297.328053422408,296.597474462336,297.384539725564,296.177652463046
"179",296.43385925293,297.599502494118,296.829634718461,298.117583118785,296.015150312944
"180",296.434577664462,298.124681368741,297.022360437567,298.007047895952,296.602973452481
"181",296.817144914107,298.626052232222,297.199392492121,298.199643291127,296.846183499423
"182",296.976321272417,298.874930087003,297.384167341752,298.679969024658,297.200620339134
"183",297.814812122692,299.125497228449,298.282860357111,298.879943084717,297.797755154696
"184",298.506134796143,299.371233853427,298.680515844172,299.419825259122,298.244788291238
"185",299.118075353449,299.42482063987,299.002061462402,299.685487365723,298.776678050648
"186",299.403704417836,299.651411576705,298.996212352406,299.903738125888,299.149985642867
"187",299.679696724632,298.902272311124,298.454527629505,299.626262942227,299.090308102694
"188",298.803862970526,297.705346471613,297.715720852939,299.169487346302,297.72407171076
"189",298.591338695179,296.558001570268,296.775340340354,298.282667055997,297.160745100542
"190",298.399185804887,295.998547848788,296.418624045632,297.666993990811,296.842382673784
"191",298.780808535489,296.35405328924,296.842936706543,298.196071347323,296.860123721036
"192",298.857499070601,296.677642683549,296.76933184537,298.168173425848,296.988022266735
"193",299.148470583829,296.943283427845,296.924955194647,298.614520887895,297.22252592607
"194",298.973322573575,296.93627541282,297.25210758556,298.4784955805,297.652938842773
"195",298.934844415838,297.283212002841,297.65701564442,298.960637664795,298.094308263605
"196",299.071757784757,297.850321128152,298.255176058683,299.120414109664,298.576156546853
"197",299.208203402433,298.424636147239,298.733082580566,299.540728551691,299.132528755882
"198",298.548983972723,298.703755326705,298.753856797652,299.342223774303,299.42221104015
"199",298.365782512318,298.510009488192,298.738214596835,298.56402906938,299.210436873002
"200",297.363709050959,297.742811168324,297.466437599876,297.667427271063,298.582132374157
"201",296.824092171409,296.552728548917,296.203757962314,297.047318961404,297.746978343617
"202",296.224385278875,296.360410863703,295.991210035844,296.501188312877,297.315391401811
"203",296.198211669922,295.978616887873,296.182510792125,296.613854078813,297.815383841775
"204",296.372274849632,296.135364948619,296.045002261075,296.939545648748,298.021983684193
"205",296.581393363259,296.485653894598,296.286523368142,296.77546823675,298.247532723167
"206",296.895336012407,296.881882268732,296.864486763694,297.015696230802,298.617558912797
"207",297.349555275657,297.696848019687,297.58097707575,297.644385805997,298.886448669434
"208",297.877124231512,298.284158255837,298.032743349942,298.152516243675,299.127131444758
"209",298.36361208829,298.735899769176,298.518992059881,298.668083884499,299.673074548895
"210",298.827110914751,298.972776031494,298.958810078014,299.137495144931,299.899313701283
"211",298.958264090798,298.939567427202,299.169542416659,298.453429898349,299.310809048739
"212",298.482938801159,298.445615248247,298.572201815518,297.177573533492,298.726730832187
"213",297.46585374312,297.752431071888,298.1194050182,296.427808172053,297.147930353338
"214",296.858904751864,297.264731459184,297.277515272661,296.449634343928,296.669979997115
"215",297.0850901517,297.332358134877,297.582684881037,296.466089283336,297.167827952992
"216",297.561180877686,297.576543773304,297.880222806064,296.825391041149,297.629010009766
"217",297.539083931663,297.879125352339,298.430086239901,297.24663772583,297.693139995228
"218",297.806866871227,298.383215193315,298.585551660711,297.364788263494,297.962078233199
"219",298.511651750044,298.706811454079,298.676913036,298.098276103627,298.344241887873
"220",299.018206162886,299.221040829745,298.866357560591,298.655443711714,298.481339541349
"221",299.509348574552,299.473751345548,299.184533899481,299.274236436324,298.703328358043
"222",299.946643482555,299.731786693226,298.869557814165,299.485913224654,298.7886518305
"223",299.748529122093,299.62736899636,298.200266265869,299.473063937101,298.300498338179
"224",299.223326665705,298.596000116522,297.205253462358,298.54997884577,297.468636599454
"225",298.34779288552,297.848110337691,296.732332541726,297.837597933683,296.400426205722
"226",297.651701146906,297.122679068825,296.010608950528,297.154959245162,295.923484455455
"227",297.948666312478,296.945156513561,296.21701410467,297.156341552734,296.126107510653
"228",298.863313778964,297.594695143266,296.257767278498,297.602252197266,296.74880176891
"229",299.279088107022,297.924665624445,296.533830399947,298.100161951238,296.915009793368
"230",299.251824881814,298.167237229781,296.992479913885,298.103829470548,297.302393757213
"231",299.348326596347,298.551030731201,297.415350549871,297.779155176336,297.876028303667
"232",299.441254702481,298.941218913685,298.063984264027,298.29023846713,298.292427825928
"233",299.894396556507,299.58688583374,298.666344521262,298.756611841375,298.798114637895
"234",299.833610604026,299.808935824308,299.008962665905,298.939461517334,299.204154898904
"235",299.56357831088,299.5353946339,298.650136358088,298.868975136497,299.193945659291
"236",298.593860834295,298.381061900746,297.954939200661,298.211854137074,298.7039233121
