"x"
"610",1970-11-01
"611",1970-12-01
"612",1971-01-01
"613",1971-02-01
"614",1971-03-01
"615",1971-04-01
"616",1971-05-01
"617",1971-06-01
"618",1971-07-01
"619",1971-08-01
"620",1971-09-01
"621",1971-10-01
"622",1971-11-01
"623",1971-12-01
"624",1972-01-01
"625",1972-02-01
"626",1972-03-01
"627",1972-04-01
"628",1972-05-01
"629",1972-06-01
"630",1972-07-01
"631",1972-08-01
"632",1972-09-01
"633",1972-10-01
"634",1972-11-01
"635",1972-12-01
"636",1973-01-01
"637",1973-02-01
"638",1973-03-01
"639",1973-04-01
"640",1973-05-01
"641",1973-06-01
"642",1973-07-01
"643",1973-08-01
"644",1973-09-01
"645",1973-10-01
"646",1973-11-01
"647",1973-12-01
"648",1974-01-01
"649",1974-02-01
"650",1974-03-01
"651",1974-04-01
"652",1974-05-01
"653",1974-06-01
"654",1974-07-01
"655",1974-08-01
"656",1974-09-01
"657",1974-10-01
"658",1974-11-01
"659",1974-12-01
"660",1975-01-01
"661",1975-02-01
"662",1975-03-01
"663",1975-04-01
"664",1975-05-01
"665",1975-06-01
"666",1975-07-01
"667",1975-08-01
"668",1975-09-01
"669",1975-10-01
"670",1975-11-01
"671",1975-12-01
"672",1976-01-01
"673",1976-02-01
"674",1976-03-01
"675",1976-04-01
"676",1976-05-01
"677",1976-06-01
"678",1976-07-01
"679",1976-08-01
"680",1976-09-01
"681",1976-10-01
"682",1976-11-01
"683",1976-12-01
"684",1977-01-01
"685",1977-02-01
"686",1977-03-01
"687",1977-04-01
"688",1977-05-01
"689",1977-06-01
"690",1977-07-01
"691",1977-08-01
"692",1977-09-01
"693",1977-10-01
"694",1977-11-01
"695",1977-12-01
"696",1978-01-01
"697",1978-02-01
"698",1978-03-01
"699",1978-04-01
"700",1978-05-01
"701",1978-06-01
"702",1978-07-01
"703",1978-08-01
"704",1978-09-01
"705",1978-10-01
"706",1978-11-01
"707",1978-12-01
"708",1979-01-01
"709",1979-02-01
"710",1979-03-01
"711",1979-04-01
"712",1979-05-01
"713",1979-06-01
"714",1979-07-01
"715",1979-08-01
"716",1979-09-01
"717",1979-10-01
"718",1979-11-01
"719",1979-12-01
"720",1980-01-01
"721",1980-02-01
"722",1980-03-01
"723",1980-04-01
"724",1980-05-01
"725",1980-06-01
"726",1980-07-01
"727",1980-08-01
"728",1980-09-01
"729",1980-10-01
"730",1980-11-01
"731",1980-12-01
"732",1981-01-01
"733",1981-02-01
"734",1981-03-01
"735",1981-04-01
"736",1981-05-01
"737",1981-06-01
"738",1981-07-01
"739",1981-08-01
"740",1981-09-01
"741",1981-10-01
"742",1981-11-01
"743",1981-12-01
"744",1982-01-01
"745",1982-02-01
"746",1982-03-01
"747",1982-04-01
"748",1982-05-01
"749",1982-06-01
"750",1982-07-01
"751",1982-08-01
"752",1982-09-01
"753",1982-10-01
"754",1982-11-01
"755",1982-12-01
"756",1983-01-01
"757",1983-02-01
"758",1983-03-01
"759",1983-04-01
"760",1983-05-01
"761",1983-06-01
"762",1983-07-01
"763",1983-08-01
"764",1983-09-01
"765",1983-10-01
"766",1983-11-01
"767",1983-12-01
"768",1984-01-01
"769",1984-02-01
"770",1984-03-01
"771",1984-04-01
"772",1984-05-01
"773",1984-06-01
"774",1984-07-01
"775",1984-08-01
"776",1984-09-01
"777",1984-10-01
"778",1984-11-01
"779",1984-12-01
"780",1985-01-01
"781",1985-02-01
"782",1985-03-01
"783",1985-04-01
"784",1985-05-01
"785",1985-06-01
"786",1985-07-01
"787",1985-08-01
"788",1985-09-01
"789",1985-10-01
"790",1985-11-01
"791",1985-12-01
"792",1986-01-01
"793",1986-02-01
"794",1986-03-01
"795",1986-04-01
"796",1986-05-01
"797",1986-06-01
"798",1986-07-01
"799",1986-08-01
"800",1986-09-01
"801",1986-10-01
"802",1986-11-01
"803",1986-12-01
"804",1987-01-01
"805",1987-02-01
"806",1987-03-01
"807",1987-04-01
"808",1987-05-01
"809",1987-06-01
"810",1987-07-01
"811",1987-08-01
"812",1987-09-01
"813",1987-10-01
"814",1987-11-01
"815",1987-12-01
"816",1988-01-01
"817",1988-02-01
"818",1988-03-01
"819",1988-04-01
"820",1988-05-01
"821",1988-06-01
"822",1988-07-01
"823",1988-08-01
"824",1988-09-01
"825",1988-10-01
"826",1988-11-01
"827",1988-12-01
"828",1989-01-01
"829",1989-02-01
"830",1989-03-01
"831",1989-04-01
"832",1989-05-01
"833",1989-06-01
"834",1989-07-01
"835",1989-08-01
"836",1989-09-01
"837",1989-10-01
"838",1989-11-01
"839",1989-12-01
"840",1990-01-01
"841",1990-02-01
"842",1990-03-01
"843",1990-04-01
"844",1990-05-01
"845",1990-06-01
"846",1990-07-01
"847",1990-08-01
"848",1990-09-01
"849",1990-10-01
"850",1990-11-01
"851",1990-12-01
"852",1991-01-01
"853",1991-02-01
"854",1991-03-01
"855",1991-04-01
"856",1991-05-01
"857",1991-06-01
"858",1991-07-01
"859",1991-08-01
"860",1991-09-01
"861",1991-10-01
"862",1991-11-01
"863",1991-12-01
"864",1992-01-01
"865",1992-02-01
"866",1992-03-01
"867",1992-04-01
"868",1992-05-01
"869",1992-06-01
"870",1992-07-01
"871",1992-08-01
"872",1992-09-01
"873",1992-10-01
"874",1992-11-01
"875",1992-12-01
"876",1993-01-01
"877",1993-02-01
"878",1993-03-01
"879",1993-04-01
"880",1993-05-01
"881",1993-06-01
"882",1993-07-01
"883",1993-08-01
"884",1993-09-01
"885",1993-10-01
"886",1993-11-01
"887",1993-12-01
"888",1994-01-01
"889",1994-02-01
"890",1994-03-01
"891",1994-04-01
"892",1994-05-01
"893",1994-06-01
"894",1994-07-01
"895",1994-08-01
"896",1994-09-01
"897",1994-10-01
"898",1994-11-01
"899",1994-12-01
"900",1995-01-01
"901",1995-02-01
"902",1995-03-01
"903",1995-04-01
"904",1995-05-01
"905",1995-06-01
"906",1995-07-01
"907",1995-08-01
"908",1995-09-01
"909",1995-10-01
"910",1995-11-01
"911",1995-12-01
"912",1996-01-01
"913",1996-02-01
"914",1996-03-01
"915",1996-04-01
"916",1996-05-01
"917",1996-06-01
"918",1996-07-01
"919",1996-08-01
"920",1996-09-01
"921",1996-10-01
"922",1996-11-01
"923",1996-12-01
"924",1997-01-01
"925",1997-02-01
"926",1997-03-01
"927",1997-04-01
"928",1997-05-01
"929",1997-06-01
"930",1997-07-01
"931",1997-08-01
"932",1997-09-01
"933",1997-10-01
"934",1997-11-01
"935",1997-12-01
"936",1998-01-01
"937",1998-02-01
"938",1998-03-01
"939",1998-04-01
"940",1998-05-01
"941",1998-06-01
"942",1998-07-01
