"V1","V2","V3","V4","V5"
"393",1.41578407856693,1.36946810994586,1.26522935431821,1.49888220898815,1.21877713719665
"394",1.40807358501205,1.3695375568901,1.25735293536044,1.49440156513899,1.21349290393864
"395",1.40790972851655,1.37156076375907,1.25880183015975,1.49091643062373,1.21106353228152
"396",1.4034707563605,1.37124885782219,1.25634729575425,1.48773434135374,1.20823329666362
"397",1.39617680712653,1.36864775172433,1.25631576518326,1.4854058021031,1.2046993531471
"398",1.38713934724063,1.36460973309326,1.26245467712567,1.48490865370073,1.20502392902308
"399",1.37890721238849,1.3638164635343,1.2639657365674,1.48499283957135,1.20867846768649
"400",1.37787250830755,1.36491600333435,1.26413266275106,1.48470060126978,1.21596773595572
"401",1.37964219782138,1.36732406936173,1.26431770430538,1.482585302602,1.22733389315843
"402",1.38332131448244,1.37170224758663,1.26346068658528,1.48467800819327,1.2410672347082
"403",1.38555018847196,1.37640936548489,1.26321384168031,1.48722771247205,1.25461494044852
"404",1.38365691561334,1.37995024528307,1.26318926282792,1.49072951847054,1.26303577653274
"405",1.38431408617467,1.38156015247174,1.26171201305356,1.48725929168226,1.26055841300189
"406",1.39124428430945,1.37974779790403,1.26168137485366,1.48166199271021,1.25482994949761
"407",1.38854730283518,1.3787591538787,1.2648311881056,1.47718268091751,1.249976371043
"408",1.38698883226189,1.37850178270064,1.26533969127233,1.47281949917764,1.24877101325672
"409",1.38710067100983,1.38147879639328,1.26593851916257,1.4725490064786,1.25477345818619
"410",1.38776082521754,1.38665997158746,1.26587182742248,1.47255527099334,1.26326621575183
"411",1.38777646977035,1.39174087992787,1.26386034273551,1.47246250377095,1.27354485158956
"412",1.388251920327,1.3953787235882,1.26124060314311,1.47074492209523,1.28202593624576
"413",1.38929024892064,1.40065205803787,1.25449023997351,1.46526593522054,1.28819987669871
"414",1.3895023185757,1.40172982124141,1.24322361791912,1.45646151846113,1.2878186650596
"415",1.39055137190769,1.39623010085084,1.23149618646898,1.44977969789758,1.28415938376698
"416",1.39142706302192,1.39332627029578,1.2290360866801,1.45116572047562,1.28754716964901
"417",1.38933301329788,1.39591729401961,1.22899344183185,1.46422327009031,1.29892098269172
"418",1.38102213641495,1.39916168516017,1.22938712209809,1.48222060906838,1.30570551881504
"419",1.3714447543518,1.40099044253058,1.2286693821088,1.49967031737348,1.30772885790466
"420",1.36371647486704,1.40090156967243,1.22150821878254,1.51778718946782,1.31245260849263
"421",1.35599674333363,1.39693926955658,1.21285287653454,1.53410475295194,1.32200428936155
"422",1.35433277319744,1.39308269484018,1.20557313450347,1.54381362076401,1.32926283676985
"423",1.35602727621582,1.38801236728914,1.19859595748235,1.54136969238739,1.3331778018434
"424",1.35972773059726,1.38255623827224,1.19047200637844,1.53643753826531,1.33178814188088
"425",1.36498752480355,1.37553332853842,1.18595322665895,1.52972644372788,1.32555930481974
"426",1.36672633593885,1.37068353434651,1.17539464446094,1.52714787145481,1.31572441435978
"427",1.36596965872982,1.36871874619385,1.16379532699966,1.52705429782721,1.30806677713467
"428",1.37655271821393,1.36980306868357,1.16279904027704,1.52703186295979,1.30783180502844
"429",1.39332963705772,1.37401410229383,1.16338222879081,1.52371367599725,1.31217845632512
"430",1.4221240806845,1.38564723666559,1.16707148995549,1.5198394784445,1.32074799833762
"431",1.44726431115669,1.39719361564276,1.17259456406521,1.51593572245569,1.32934812944752
"432",1.46031931605799,1.40786169246692,1.17404071133081,1.51529164838104,1.33610237745496
"433",1.47375918676134,1.42411021540363,1.17313033424278,1.51438725227962,1.33571508747376
"434",1.48200880821299,1.4327980372048,1.17253464600497,1.51381550302023,1.33211475507642
"435",1.48674232655014,1.43644123193835,1.17286752589865,1.51409219861037,1.32685681516412
"436",1.48924946242996,1.43643652061343,1.17281976517407,1.51415533005484,1.31782475054212
"437",1.48675694690677,1.43288665350726,1.17335809337274,1.51368279350163,1.30669729361197
"438",1.47939629190248,1.42909215663299,1.17430688613393,1.51760387000137,1.29854712386151
"439",1.47752920511181,1.42767872980525,1.17252462407683,1.52178884417412,1.28991986982395
"440",1.47981182388034,1.42772049105988,1.16659340983771,1.52625132450722,1.28957802052515
"441",1.47936830988904,1.42641163083943,1.15833005689706,1.52394867611035,1.2906193153492
"442",1.48355357567406,1.42685725421812,1.15492665379898,1.51961027789734,1.29814512701261
"443",1.49676386538065,1.42480912530924,1.15348429241567,1.51632921092457,1.31005532037226
"444",1.50703680343929,1.42378619240855,1.15337159252252,1.51518455706887,1.32050127761983
"445",1.52081237166768,1.42244721322637,1.14965174741756,1.51481563067113,1.32507182649519
"446",1.52688018558259,1.42159371425027,1.14383842624728,1.51708562307498,1.32442466492322
"447",1.52989308405967,1.42236538484801,1.14311617715935,1.52110168579053,1.32108523920687
"448",1.53117947094449,1.42320206012037,1.1435894842312,1.52406261220129,1.31663145617472
"449",1.5297477393015,1.42303113489604,1.14409872156309,1.52451839204356,1.3110309813123
"450",1.52546807689883,1.42559024787003,1.1426491681218,1.51968440562352,1.30661193117543
"451",1.52201775021294,1.43033700485038,1.13999600715027,1.51132706973031,1.30677555368985
"452",1.51998073128579,1.43624629591493,1.14094814214771,1.50756899208191,1.31058894546956
"453",1.52099109576821,1.4367674709422,1.13991831287189,1.51091079646555,1.30599957439635
"454",1.52433966675439,1.43532564339274,1.13773133831926,1.52020928984885,1.29888550409675
"455",1.53001478994327,1.43555700698757,1.14295653463992,1.53129979857052,1.29627843292969
"456",1.53325687640692,1.43958609727238,1.14811285894148,1.53382448546202,1.29578424387227
"457",1.53458055990389,1.44616495551965,1.14978703252598,1.52644416166315,1.29920147596918
"458",1.52931399299568,1.45016173309479,1.15049757212388,1.51434827155386,1.3030352288103
"459",1.52308368973066,1.4516854443082,1.14940012227774,1.4976086015029,1.30668900602239
"460",1.51441290112203,1.45221581065702,1.14523801727283,1.4853571673441,1.31164251012312
"461",1.50502031965443,1.45215104391738,1.14096299884013,1.47278281421159,1.31829326995534
"462",1.49998548960169,1.45412174796642,1.13699396238122,1.4682593293882,1.32483392981917
"463",1.49529139037853,1.452736988881,1.12921173196978,1.47397015015136,1.32518749954715
"464",1.49391805231845,1.45440284701737,1.12512171652137,1.47454279767384,1.32520354605084
"465",1.49415636804803,1.47116509920286,1.12445035909391,1.47116314478516,1.32188403785941
"466",1.49523679762598,1.50082482079669,1.12439136870424,1.47132705575154,1.31407240691686
"467",1.49635420453724,1.53677885231722,1.12397989826631,1.4721664879229,1.30311609366651
"468",1.49477416639015,1.55623331585557,1.12118676830682,1.47151483104341,1.29694982725434
"469",1.49051896180202,1.57272595255222,1.11582409478073,1.471709749655,1.29144053636527
"470",1.48451399489134,1.58645374027883,1.11028762812225,1.47167619287057,1.28752935914879
"471",1.48456443715448,1.59125415727371,1.108820622,1.47224988303286,1.28793614727869
"472",1.48617444918011,1.59068112461089,1.11066148160219,1.4717576963814,1.2954009800727
"473",1.49108248566704,1.58333550284785,1.11436737549574,1.47254966033155,1.30397415373216
"474",1.50217266118621,1.57654537839965,1.12391229908843,1.48022930240383,1.31956826860115
"475",1.51939606176658,1.5709197668334,1.13259285800688,1.48818889886661,1.33382343583405
"476",1.53554793287839,1.56870182069962,1.131498692735,1.49075719635505,1.34243165542665
"477",1.53635076939753,1.57114876900348,1.12262455216802,1.48773844513884,1.34034179779476
"478",1.52655933561492,1.57534629125074,1.10856964126085,1.47374120326864,1.32819534302989
"479",1.51997141383318,1.58210361357035,1.08947180905691,1.46511381213663,1.32272247872322
"480",1.51966979421923,1.58343334842971,1.08006285068206,1.46423980830931,1.31981828313219
"481",1.52249904250626,1.5849117584654,1.07299729920181,1.46537114537709,1.31764699110684
"482",1.53176091951566,1.58198097211222,1.06672706053176,1.46864820897334,1.32245719853877
"483",1.54609141157919,1.57394082075991,1.0670451869963,1.47600005798573,1.3276969663818
"484",1.56268125908607,1.56150482921301,1.06804030312828,1.48693863324558,1.33222835903132
"485",1.57877603389374,1.54928005866392,1.06993746099656,1.50171760157727,1.33820923830818
"486",1.5914808027017,1.54099007519925,1.07401921212166,1.51780967499947,1.33809232053919
"487",1.59621379894697,1.53971999889625,1.07515556220252,1.53851941432316,1.33627125531868
"488",1.59740349876272,1.53940282449907,1.07622453929354,1.55142839789373,1.33807373365991
"489",1.59663545319774,1.53770741206077,1.0741879342162,1.55215854475231,1.33989966820836
"490",1.59452634761365,1.53150613093839,1.06705927396186,1.54085058760255,1.34235837760167
"491",1.593714064116,1.52353883559999,1.06166499978766,1.53325324254169,1.33751000815929
"492",1.5937948092905,1.52140407773274,1.05515157846621,1.53532696341824,1.33468841587533
"493",1.59340792947691,1.52159239824522,1.05147674434694,1.54159491783986,1.33832261942357
"494",1.5912457332498,1.52451893130692,1.05005370547936,1.55312303597871,1.34233855873943
"495",1.58716499411949,1.52929936629322,1.05266202069817,1.56324746642592,1.34438240488416
"496",1.58091326475512,1.53728028287752,1.05828992140414,1.56994240752364,1.34463203308642
"497",1.5748968034289,1.54692400420967,1.06938632198586,1.56956724376045,1.34030071890769
"498",1.56448389615337,1.56019867887443,1.08163402084583,1.56551093460412,1.33756851067225
"499",1.54740443509393,1.57282003469613,1.09625105589786,1.56912627155713,1.33559755492414
"500",1.53655645834019,1.5760139359962,1.10830299678528,1.58822108837082,1.33539154126707
"501",1.54614383406486,1.56787874249449,1.11723251471546,1.6230300388324,1.33818089568524
"502",1.55926115851485,1.551608229384,1.11974959586057,1.65632512835547,1.34157356739912
"503",1.57872950555809,1.53727668768091,1.12271555437187,1.67639009826141,1.34497085843217
"504",1.5801010264563,1.52431340548552,1.13418206478406,1.6951291421842,1.34881913044524
"505",1.5702876339614,1.51638006051631,1.15160660725456,1.71031397708427,1.35142745791713
"506",1.55745834905634,1.51341370676183,1.1697039947235,1.71888741979516,1.35241419432149
"507",1.54207367302377,1.51739854224366,1.18840007547321,1.71925062248936,1.35118698184624
"508",1.52280491340504,1.52441248399113,1.20052676135251,1.71465707074995,1.35123907678015
"509",1.50133715194502,1.53024215268662,1.21431089419571,1.70589511155513,1.35280107368658
"510",1.48304480375334,1.53620726531236,1.22518602118071,1.69227184768717,1.3548826120168
"511",1.47494044621413,1.54162904531576,1.22773709333399,1.68198744972803,1.35714910176412
"512",1.47472040344534,1.54036735067026,1.22776955177552,1.67524213464702,1.35701627721377
"513",1.47304829485126,1.54070833808807,1.22939215274035,1.67488463504045,1.35520751193935
"514",1.47384921944692,1.54308583743754,1.23028341833267,1.68226419034437,1.35484357078444
"515",1.47765446614411,1.54459330107164,1.22812903318973,1.69107941096083,1.34699448905618
"516",1.47676952658296,1.54442201813917,1.22686760918905,1.69609192209321,1.33814753568085
"517",1.47836220127947,1.54457601179826,1.23238283630214,1.69535435195792,1.33171985953495
"518",1.47753193946334,1.54501027503015,1.240420973601,1.68764290479993,1.32757800759303
"519",1.47738543032399,1.5470258429281,1.24397931727265,1.67708990137731,1.32994745342441
"520",1.47741858535232,1.55431778125825,1.24408195518504,1.66738463552886,1.33400322930172
"521",1.47546236699886,1.56701045094241,1.24358814820829,1.65586858408753,1.34252893226557
"522",1.47117018836427,1.58678521888471,1.24175924126113,1.65533232387498,1.35603935998044
"523",1.47299578873506,1.60786690508283,1.24057874164487,1.65974907656536,1.37121909922492
"524",1.47352500042347,1.62322578112198,1.24059456739034,1.66020093653514,1.38130968842115
"525",1.47368330134557,1.62425670307534,1.24122788098034,1.64365731925558,1.38003121151075
"526",1.47496982280306,1.62170353414886,1.24039282395162,1.62387134294073,1.37342518859161
"527",1.47705407679719,1.62835818218784,1.24278270681563,1.60563910260742,1.36856055293135
"528",1.47748428515142,1.64010874169064,1.24486049672865,1.58994968099849,1.36736765181563
"529",1.47807628140704,1.66082749133975,1.24704134237231,1.57577802260338,1.36685104651073
"530",1.47803383718703,1.68870186994747,1.24934597224636,1.56455317418416,1.36674062466408
"531",1.47866654191599,1.7134220310645,1.25021541141386,1.56461245822546,1.36574822610283
"532",1.48092853377943,1.73275512094463,1.25008178581234,1.57114894304052,1.36352715327736
"533",1.48537361706118,1.74926137005918,1.24929316089504,1.58766866969728,1.35924225976571
"534",1.49041982232556,1.76372082927913,1.24594660221655,1.60558431284166,1.35116573831562
"535",1.49159733026175,1.76884827973759,1.24522933651162,1.61646049916391,1.34326729253818
"536",1.4915983608002,1.7689307622534,1.24497713696769,1.61651044842483,1.33330350201817
"537",1.49528673353333,1.77144924954302,1.24577112860407,1.6039564186818,1.33251746397397
"538",1.49637144205626,1.76521317386731,1.24808241328534,1.58634527478463,1.3364042624536
"539",1.50004143335345,1.7658592848882,1.25309180789126,1.56765561798034,1.33893563814592
"540",1.50247020676424,1.76109571668647,1.25740343581824,1.55461650945355,1.33366428053529
"541",1.50437417007706,1.76253738865035,1.25928646257072,1.54938478473035,1.32334358603704
"542",1.50618363133331,1.77223286516296,1.2594160893286,1.54663426592831,1.30869629002779
"543",1.50654771645447,1.78126634928285,1.25751978003846,1.54808502525994,1.29329678891783
"544",1.50585679840757,1.78516409381212,1.25399045988785,1.55015308784773,1.28083329448456
"545",1.50402529327557,1.78636017755437,1.24894774053308,1.55255206796587,1.2703382363261
"546",1.50493505198311,1.78581096623549,1.24527946707823,1.55366565517257,1.26191744130004
"547",1.50739373093626,1.78655465025001,1.24046705085618,1.5480213513764,1.26707631295754
"548",1.50729114791711,1.79264372523022,1.23844855589266,1.54965518542927,1.26682058933575
"549",1.50108648734354,1.80992479724928,1.24024723496436,1.5592637254576,1.25921658151668
"550",1.4912928585479,1.83926956682468,1.24820937516381,1.58381852150716,1.24961789419728
"551",1.48077057004549,1.86521628089736,1.26012517919911,1.60883024817839,1.24132259425812
"552",1.47325848617943,1.88466726246789,1.26998365590338,1.62629127083739,1.23447962576275
"553",1.46567115102209,1.90523350329643,1.27398472140925,1.63927395138751,1.23197415744694
"554",1.46330961332835,1.92236177724764,1.27549971322011,1.64869144767229,1.22957575617765
"555",1.46502169874872,1.92950358421845,1.27576743523302,1.64516816128776,1.22868251281235
"556",1.47161312165683,1.93063680843971,1.27498911679892,1.63565183184335,1.22865311078179
"557",1.48191233864339,1.92673931474778,1.27381262585181,1.6246429230811,1.22833500824597
"558",1.49186152231683,1.92249798466982,1.27421870207387,1.61207520681147,1.2247253332089
"559",1.50003902728049,1.91739302257407,1.27752833175274,1.61106416107431,1.22156323577291
"560",1.49992463766637,1.91468439121718,1.27515893870939,1.61100104324926,1.22153927850727
"561",1.49913956096613,1.91830537268721,1.26725010216702,1.60755802671098,1.22164388576413
"562",1.49858431430652,1.9259758416481,1.25114817114671,1.60254135056782,1.23221396039966
"563",1.49734335123787,1.9363947063046,1.23243836175046,1.59692718694593,1.23783609973946
"564",1.49556607997318,1.94327938460094,1.2195256406668,1.58915109682926,1.24637009783152
"565",1.49165417074031,1.94851087697365,1.20542592177413,1.58227945861308,1.25467495123965
"566",1.48345949125607,1.9511013090725,1.19876843059357,1.57912322178394,1.26062088324253
"567",1.47295327543877,1.95142165723261,1.1987724855201,1.5794933310616,1.26190268621452
"568",1.46112365631972,1.95144988638818,1.20018755208334,1.5823425758741,1.2588477351507
"569",1.44774753261446,1.95255124275634,1.20207893373484,1.58803540660199,1.24722809640307
"570",1.42446285132107,1.96017509871942,1.20297244895893,1.59131822762436,1.23091663172532
"571",1.40147559125353,1.96776288977614,1.20194716358061,1.59138808878691,1.2155729266167
"572",1.39525547050162,1.96809758088192,1.20237655196501,1.59138363046606,1.21314573573254
"573",1.40807497635201,1.94683297068107,1.20861615487975,1.59263609794911,1.21855113289938
"574",1.42831849175626,1.9175446266007,1.2201597342182,1.59487923902145,1.22970989750807
"575",1.45229469063118,1.89424812829649,1.22329733767069,1.59543441290165,1.24304131014036
"576",1.46484248781145,1.88188795231282,1.22746248258975,1.59729137108521,1.24811768964488
"577",1.46844555309199,1.87337875110788,1.23013144743419,1.59955884196505,1.25105062498028
"578",1.4678268343264,1.87150858953217,1.23263542090909,1.59967726077962,1.25135084398915
"579",1.45533619409112,1.87585918911886,1.23196358888841,1.60026466225155,1.2510193386858
"580",1.4399545523841,1.88226416895517,1.2299970171525,1.60308203169544,1.25348384476522
"581",1.42687286058206,1.89278555532809,1.22738520634397,1.60648044455918,1.26030183629376
"582",1.41964958385988,1.89982183803727,1.21991938454256,1.61348330212333,1.27339674749312
"583",1.42227076879403,1.904686942272,1.20922166634243,1.61858936184849,1.28762002705679
"584",1.42329436015557,1.90378969277574,1.2032491039459,1.61993850087956,1.28621087515072
"585",1.41354618507043,1.90446449264305,1.20805849741951,1.61932461812334,1.26697424084467
"586",1.40274630884839,1.90404923724483,1.21239913189401,1.61583429116328,1.23491213087419
"587",1.39137042506913,1.90423356443049,1.21595292751772,1.60993110084294,1.20046087939619
"588",1.38269609545554,1.90423211654663,1.21653182304942,1.60844763665343,1.17427454439296
"589",1.3764504065949,1.90070894119403,1.21472526394126,1.60814317118378,1.15264253705621
"590",1.3732302539609,1.89671995344796,1.20905746052215,1.60950271327466,1.13684634842793
"591",1.3718258559447,1.89121666898735,1.20527586475375,1.6112407888222,1.12887780778754
"592",1.37513055161058,1.87917702366165,1.201801026928,1.61379266857794,1.13085707846348
"593",1.38147898934629,1.86842881807999,1.19562398881465,1.61331265754296,1.14078382634466
"594",1.39097457501365,1.85768703131941,1.19063475257852,1.60679737261973,1.15031956299304
"595",1.39773993802852,1.83749404299126,1.18998546712241,1.59168697374164,1.15625519411296
"596",1.40061922125955,1.82155844226352,1.18999216458782,1.57832230431372,1.15465829210128
"597",1.39651493914088,1.81831060101099,1.18909163986197,1.57332151288358,1.15109713485899
"598",1.38722542255752,1.82761533101808,1.19288087438047,1.56763725656488,1.14398454142772
"599",1.37495196306136,1.82294266579866,1.18639006504453,1.5536005830565,1.12618984021136
"600",1.36132937706986,1.82088211811383,1.18394355572086,1.53308030749444,1.11217601884278
"601",1.3540031009132,1.81617682208387,1.18152000815806,1.51254222302158,1.09803089746015
"602",1.35102025684022,1.80660878502327,1.18159222099481,1.49202030325312,1.08660093953748
"603",1.35239077506947,1.79324720147117,1.18174078721732,1.47730954120371,1.08212642736992
"604",1.35794382649379,1.77934767603648,1.18294620552164,1.46415834428131,1.08148933322794
"605",1.36664086985837,1.76780962874926,1.18557091257298,1.45943785856704,1.08439227570019
"606",1.37602366804931,1.75494251501476,1.1902186836169,1.46539616958738,1.0873331311375
"607",1.37836814992053,1.75196642177123,1.19185463964058,1.46446172166203,1.08761590396821
"608",1.37915434928162,1.75004570967234,1.19156694156694,1.44582479045873,1.08819540221313
"609",1.37781309408955,1.74417424528831,1.18846833399839,1.41566748625256,1.08619732597012
"610",1.38161576838558,1.74058152029053,1.17756209444106,1.37010115659677,1.0854283211311
"611",1.38258131923713,1.74036079104316,1.16615675271377,1.33074131726903,1.08330065285933
"612",1.3820244976762,1.73986386401007,1.16144820652749,1.3057048994133,1.07793111232116
"613",1.38166441253134,1.74021130312459,1.15665574580449,1.29088579951367,1.07626808553186
"614",1.38183167334895,1.74008289227897,1.15422561985892,1.28076664024162,1.07509897419175
"615",1.38306184544172,1.73984164026491,1.15638360176764,1.27146794727699,1.07467894121608
"616",1.38561927895444,1.74158529404031,1.15817259155937,1.27005580338065,1.07773462304805
"617",1.39120065697244,1.74502492037687,1.15912913886819,1.27667357992756,1.08408082853882
"618",1.39878920593291,1.75187402591017,1.16237288261522,1.28190121514746,1.08859837692578
"619",1.40222844303859,1.75784133995469,1.16471139010344,1.28384044056558,1.09212040421873
"620",1.3998220322345,1.75634925122231,1.16558891819939,1.28339152517055,1.09583838479883
"621",1.38412786305661,1.74253566601089,1.1652408170949,1.27926195946547,1.09632100546254
"622",1.37381024886234,1.71915253216613,1.16505842346238,1.27349632783959,1.0940971739326
"623",1.36334915301709,1.67896986597459,1.1639610235967,1.26908795884291,1.09543682907311
"624",1.34890910575854,1.65010151867716,1.16423879201895,1.2675805567895,1.10007812461279
"625",1.34051369613878,1.61733873024576,1.16496147974951,1.26450550601889,1.10328503120263
"626",1.3383009577814,1.59474653405253,1.1648570234478,1.26153230836704,1.10423596613296
"627",1.33839909981301,1.58805980264138,1.16607367883523,1.26053378351311,1.10395998616754
"628",1.33783575819909,1.5886220204179,1.16692646489069,1.26071530354646,1.10250483464423
"629",1.33663199128791,1.59466239007608,1.1716401788043,1.26138986985508,1.10078546879511
"630",1.334810558493,1.60181403626968,1.18615293083181,1.2642559071897,1.09415675068216
"631",1.33371085511995,1.60371005921919,1.20452673299745,1.27062605958584,1.09033070544015
"632",1.33393923425201,1.60322248438482,1.2070332556887,1.27289592326155,1.09111292484664
"633",1.32990524383617,1.60197086842671,1.19172129900722,1.27204973346937,1.0954460308738
"634",1.32105081847669,1.59485880250303,1.16454116713486,1.27281649728896,1.11133458007941
"635",1.30767635402158,1.58722201514736,1.14151836721504,1.27008069461959,1.1232888964809
"636",1.29914965422195,1.58406915311958,1.12677780828389,1.26968696077654,1.13381051131038
"637",1.29437090020233,1.58439258762947,1.11774404589967,1.27067676701612,1.13952329731648
"638",1.29173595598165,1.58451264494963,1.11098684679987,1.27436976144866,1.1408247812885
"639",1.29167441577366,1.58428934347729,1.11819621211658,1.28036389165323,1.13814872579977
"640",1.29399051563572,1.58476958666448,1.13465209413341,1.2879057943816,1.13453840112383
"641",1.29841922213441,1.58481365236947,1.15516245939374,1.29563067650011,1.12665636737267
"642",1.30767868107815,1.5843018279107,1.17689203198672,1.30213868389142,1.1180785780318
"643",1.31951955511329,1.58291799063053,1.1965327644559,1.31004128597857,1.10707305345269
"644",1.33312752358336,1.5807108179732,1.20729906492255,1.31300595981346,1.10046652890554
"645",1.33714962110634,1.57910509197888,1.20915013188105,1.31298959878866,1.09905666150545
"646",1.33444853074466,1.57964077169141,1.20475995470079,1.31463106598292,1.10252865526724
"647",1.34362149838016,1.57949134604983,1.19765621996516,1.31518981752194,1.10145250101864
"648",1.36177160239315,1.57887650395774,1.19897906495162,1.31517016144705,1.09535284981189
"649",1.38402554050591,1.57594239160084,1.20203780326177,1.31488239537709,1.08428069057441
"650",1.40435447224937,1.57140949878189,1.20939862566098,1.31477250909331,1.07462390934522
"651",1.42690203255986,1.56919890421319,1.21811335801309,1.31525864974617,1.06409898910519
"652",1.4462367607803,1.57030534481963,1.22548786514878,1.31835108837253,1.05588718424499
"653",1.46012964786571,1.57014131910278,1.22850042212976,1.32401912320799,1.04848306483584
"654",1.46663527890156,1.57263525014381,1.2297972824013,1.32566312216601,1.04568098345276
"655",1.4665552159421,1.57233434761906,1.2259442551564,1.32562862654158,1.04795194604543
"656",1.46772878838724,1.57187647353277,1.23739742407551,1.32832992782994,1.04449571631644
"657",1.47694017541286,1.56975026248553,1.25475537663486,1.32812444451251,1.02932690667799
"658",1.48101249076607,1.57046542120449,1.28244981825348,1.33189193343858,1.01872809530708
"659",1.48434110232846,1.57200742896184,1.30592307687769,1.3421821705792,1.00636166020441
"660",1.4863998448526,1.57383268623507,1.32166299962591,1.34266622029625,0.996400357931696
"661",1.48970571792673,1.57538151151626,1.33079038681625,1.34048606495572,0.982997927035141
"662",1.48914202103331,1.57560381497262,1.33165138051235,1.34270615378624,0.974505851687636
"663",1.48648473376258,1.57561079056391,1.32760860823653,1.34486891426773,0.969791371862282
"664",1.48252577119821,1.57684940424724,1.31929640503068,1.34535320174177,0.969037374477695
"665",1.47759110542334,1.5785136094041,1.30398195278632,1.34532789208221,0.972117053324244
"666",1.47681901504767,1.57900231644408,1.292873311752,1.34545937880588,0.977969819460085
"667",1.47730854871797,1.57947790809378,1.28871948768282,1.34553687610265,0.985595346675885
"668",1.46964489182452,1.57773949295081,1.28885993344699,1.34490604554984,0.988394894675382
"669",1.46727550295724,1.57309352699673,1.29071392429966,1.34102138493619,0.983087850917663
"670",1.45846855977106,1.56695996639415,1.29518878874001,1.33426142580661,0.972682225271152
"671",1.44553042692795,1.55800716051795,1.30154289264268,1.32672708508425,0.96285473815529
"672",1.43962793310826,1.55306595667261,1.31299512314574,1.31827701145339,0.955509956803338
"673",1.43077274652601,1.53995675293431,1.32124596961385,1.3123032837245,0.958436268610787
"674",1.42642679644045,1.5327426490072,1.32682970500511,1.30940000193125,0.963137041160079
"675",1.42271358506185,1.52909605450169,1.32756329266501,1.30942404705495,0.971223099170385
"676",1.41964533713741,1.5279323134547,1.3272771782155,1.3113881370242,0.985219188303183
"677",1.4200153607874,1.52945127594737,1.32900769703069,1.31465071879747,1.00645232790301
"678",1.42330969377347,1.53225827895175,1.33289799120868,1.31833191955968,1.02474555664234
"679",1.42380598982634,1.53353849734608,1.33555623037003,1.31796131396326,1.04555039452714
"680",1.42228501219852,1.53337420249336,1.3341491793425,1.31621949651926,1.05783453502093
"681",1.41838568542925,1.53360613384725,1.32271635896867,1.31623816119428,1.05598231837318
"682",1.41236738290674,1.53192672904565,1.30604381052238,1.32096591264122,1.04400551331433
"683",1.39501204204027,1.52916329109117,1.29235714157029,1.3245814954504,1.03065803663687
"684",1.37674319483,1.52720522511115,1.27784519090615,1.32548495999693,1.02241858967326
"685",1.35332052819444,1.52618458207876,1.27115001686727,1.32527891052885,1.02442978254191
"686",1.34007449148297,1.52633249581102,1.26841274443154,1.32469180031324,1.02845613629172
"687",1.33390954536168,1.52898746319499,1.26876599535449,1.32140647544607,1.03025844165216
"688",1.33322503917304,1.53400004076794,1.26899800791633,1.31879199874355,1.03033645026725
"689",1.33873755809598,1.54197476620352,1.27035795451171,1.31486073441318,1.03270745096174
"690",1.34474099869242,1.55209106193711,1.27589260276604,1.31581007313246,1.02998519551613
"691",1.34667701962743,1.56192894023587,1.28110042577117,1.31919391918969,1.02671559305845
"692",1.34681480700411,1.56917541666911,1.28055063776296,1.31634494093552,1.03061439443567
"693",1.34624277810068,1.57859645845536,1.27367000460386,1.3122238866634,1.04421487926425
"694",1.34452232170512,1.58830972245153,1.26348936408808,1.307504373132,1.06781092651554
"695",1.34022429822067,1.60379633654925,1.24901841369773,1.3017857879582,1.08722336423573
"696",1.33774800458978,1.62500648938272,1.24018956233359,1.29447500870099,1.10662254415789
"697",1.334690773604,1.64193186481983,1.23464092651514,1.28898207665886,1.11614802726177
"698",1.33382013402017,1.6619650156121,1.23303022696809,1.28875626255777,1.12094122275842
"699",1.33421514243341,1.68172459208277,1.23593140989767,1.28842456137281,1.12072347634851
"700",1.33917559590214,1.69724634618595,1.24086363732682,1.2874851767067,1.11780725538187
"701",1.34578810281643,1.70898894764671,1.24959348177625,1.2864650875315,1.11242683750908
"702",1.35367528140438,1.72270543344062,1.25572682840767,1.28367110445742,1.10694930535168
"703",1.36289749686483,1.72622268013165,1.25762894720924,1.28364590781181,1.10620093197901
"704",1.37098342183308,1.72647242816864,1.25752897017571,1.28386791733604,1.10645764737952
"705",1.37238798048323,1.72036093609353,1.25791924398253,1.28369918853331,1.1079370422051
"706",1.37065580523747,1.70340010109042,1.25751365724101,1.27859061419937,1.10766167964566
"707",1.36974397920716,1.67570834820969,1.25703904197475,1.27271948069415,1.11371122185826
"708",1.37557711595994,1.66645517403184,1.25620941888603,1.27135215542476,1.1192875963776
"709",1.38666350059515,1.67285618968834,1.25676738471701,1.27070413566084,1.12846277263888
"710",1.40078157092893,1.67180827927956,1.260326214861,1.27094520039617,1.13584110675748
"711",1.41022412636494,1.67381248580077,1.26325059611647,1.27297926243062,1.13632583278137
"712",1.41878797612843,1.67381307055258,1.26599424077454,1.27928868546231,1.13174757377323
"713",1.42678844891372,1.67402900853415,1.26506226773439,1.28993899073461,1.12659829450818
"714",1.43322225976546,1.67393278482299,1.25834029222051,1.29751921321508,1.11994395224046
"715",1.43222795393895,1.67441467344379,1.25305664198535,1.30939714182559,1.11704303407907
"716",1.42184152911216,1.67757318381054,1.26137251517575,1.3231620841362,1.11488541844051
"717",1.41676567860625,1.68171304439664,1.28223707470476,1.33390133928143,1.11570023803342
