2.417666625976562500e+01 2.418661499023437500e+01 2.416119384765625000e+01 2.418640136718750000e+01 2.416845703125000000e+01 2.415939331054687500e+01 2.421545410156250000e+01 2.416760253906250000e+01 2.416946411132812500e+01 2.417797851562500000e+01 2.419525146484375000e+01 2.415890502929687500e+01 2.419491577148437500e+01 2.413867187500000000e+01 2.419314575195312500e+01 2.419320678710937500e+01 2.411718750000000000e+01 2.417187500000000000e+01 2.415328979492187500e+01 2.417150878906250000e+01 2.419973754882812500e+01 2.421640014648437500e+01 2.419149780273437500e+01 2.416369628906250000e+01 2.417303466796875000e+01 2.419036865234375000e+01 2.420242309570312500e+01 2.417425537109375000e+01 2.420898437500000000e+01 2.411221313476562500e+01 2.416281127929687500e+01 2.410540771484375000e+01 2.420123291015625000e+01 2.419097900390625000e+01
2.434887695312500000e+01 2.421170043945312500e+01 2.435198974609375000e+01 2.439422607421875000e+01 2.424420166015625000e+01 2.439544677734375000e+01 2.445013427734375000e+01 2.468872070312500000e+01 2.423947143554687500e+01 2.429537963867187500e+01 2.454489135742187500e+01 2.461480712890625000e+01 2.471551513671875000e+01 2.448519897460937500e+01 2.419393920898437500e+01 2.414065551757812500e+01 2.464343261718750000e+01 2.440350341796875000e+01 2.439996337890625000e+01 2.444702148437500000e+01 2.447692871093750000e+01 2.448376464843750000e+01 2.436758422851562500e+01 2.434338378906250000e+01 2.436157226562500000e+01 2.452383422851562500e+01 2.456213378906250000e+01 2.447814941406250000e+01 2.425366210937500000e+01 2.440481567382812500e+01 2.436608886718750000e+01 2.449148559570312500e+01 2.432727050781250000e+01 2.450845336914062500e+01
2.526989746093750000e+01 2.501461791992187500e+01 2.511065673828125000e+01 2.502465820312500000e+01 2.495132446289062500e+01 2.510150146484375000e+01 2.522195434570312500e+01 2.507403564453125000e+01 2.529803466796875000e+01 2.526046752929687500e+01 2.521228027343750000e+01 2.511026000976562500e+01 2.513485717773437500e+01 2.489370727539062500e+01 2.516299438476562500e+01 2.483309936523437500e+01 2.512280273437500000e+01 2.511203002929687500e+01 2.479052734375000000e+01 2.515368652343750000e+01 2.509597778320312500e+01 2.508230590820312500e+01 2.498892211914062500e+01 2.511871337890625000e+01 2.508905029296875000e+01 2.487768554687500000e+01 2.496865844726562500e+01 2.517453002929687500e+01 2.505081176757812500e+01 2.500625610351562500e+01 2.508642578125000000e+01 2.492926025390625000e+01 2.519161987304687500e+01 2.493420410156250000e+01
2.583990478515625000e+01 2.566555786132812500e+01 2.528311157226562500e+01 2.562442016601562500e+01 2.570840454101562500e+01 2.570297241210937500e+01 2.577108764648437500e+01 2.544863891601562500e+01 2.562670898437500000e+01 2.565347290039062500e+01 2.532788085937500000e+01 2.567187500000000000e+01 2.532205200195312500e+01 2.553414916992187500e+01 2.558728027343750000e+01 2.546554565429687500e+01 2.567620849609375000e+01 2.545776367187500000e+01 2.570434570312500000e+01 2.549227905273437500e+01 2.544723510742187500e+01 2.520965576171875000e+01 2.551199340820312500e+01 2.561953735351562500e+01 2.584078979492187500e+01 2.553152465820312500e+01 2.509835815429687500e+01 2.510314941406250000e+01 2.566690063476562500e+01 2.516674804687500000e+01 2.562265014648437500e+01 2.527359008789062500e+01 2.537231445312500000e+01 2.511575317382812500e+01
2.626165771484375000e+01 2.610574340820312500e+01 2.588980102539062500e+01 2.620043945312500000e+01 2.618206787109375000e+01 2.639773559570312500e+01 2.638174438476562500e+01 2.601300048828125000e+01 2.609097290039062500e+01 2.616598510742187500e+01 2.615582275390625000e+01 2.585140991210937500e+01 2.592782592773437500e+01 2.602716064453125000e+01 2.594430541992187500e+01 2.585592651367187500e+01 2.602850341796875000e+01 2.593145751953125000e+01 2.616278076171875000e+01 2.597521972656250000e+01 2.598220825195312500e+01 2.593353271484375000e+01 2.613613891601562500e+01 2.641293334960937500e+01 2.625027465820312500e+01 2.611584472656250000e+01 2.585137939453125000e+01 2.592715454101562500e+01 2.599948120117187500e+01 2.550967407226562500e+01 2.619577026367187500e+01 2.565313720703125000e+01 2.575100708007812500e+01 2.581005859375000000e+01
2.652017211914062500e+01 2.632165527343750000e+01 2.598394775390625000e+01 2.652444458007812500e+01 2.613003540039062500e+01 2.658032226562500000e+01 2.587927246093750000e+01 2.587213134765625000e+01 2.622329711914062500e+01 2.626278686523437500e+01 2.638415527343750000e+01 2.597570800781250000e+01 2.618621826171875000e+01 2.637799072265625000e+01 2.631213378906250000e+01 2.615362548828125000e+01 2.601675415039062500e+01 2.624392700195312500e+01 2.621130371093750000e+01 2.618692016601562500e+01 2.626602172851562500e+01 2.623168945312500000e+01 2.632226562500000000e+01 2.662252807617187500e+01 2.616952514648437500e+01 2.625186157226562500e+01 2.635678100585937500e+01 2.593420410156250000e+01 2.631384277343750000e+01 2.566705322265625000e+01 2.622598266601562500e+01 2.562811279296875000e+01 2.597702026367187500e+01 2.603344726562500000e+01
2.626361083984375000e+01 2.589367675781250000e+01 2.599914550781250000e+01 2.650888061523437500e+01 2.578097534179687500e+01 2.602243041992187500e+01 2.552365112304687500e+01 2.553421020507812500e+01 2.601974487304687500e+01 2.602075195312500000e+01 2.602670288085937500e+01 2.577926635742187500e+01 2.601605224609375000e+01 2.614663696289062500e+01 2.619345092773437500e+01 2.586743164062500000e+01 2.559454345703125000e+01 2.574539184570312500e+01 2.593627929687500000e+01 2.613134765625000000e+01 2.618423461914062500e+01 2.638308715820312500e+01 2.656414794921875000e+01 2.611593627929687500e+01 2.565304565429687500e+01 2.582278442382812500e+01 2.623544311523437500e+01 2.578106689453125000e+01 2.597445678710937500e+01 2.568209838867187500e+01 2.580361938476562500e+01 2.507897949218750000e+01 2.587481689453125000e+01 2.591531372070312500e+01
2.494100952148437500e+01 2.497018432617187500e+01 2.510269165039062500e+01 2.541867065429687500e+01 2.471414184570312500e+01 2.529534912109375000e+01 2.465032958984375000e+01 2.478890991210937500e+01 2.465618896484375000e+01 2.507089233398437500e+01 2.490545654296875000e+01 2.488131713867187500e+01 2.500521850585937500e+01 2.491012573242187500e+01 2.525888061523437500e+01 2.492407226562500000e+01 2.463870239257812500e+01 2.483383178710937500e+01 2.458639526367187500e+01 2.509741210937500000e+01 2.482312011718750000e+01 2.561630249023437500e+01 2.561059570312500000e+01 2.486618041992187500e+01 2.437329101562500000e+01 2.497500610351562500e+01 2.536282348632812500e+01 2.496203613281250000e+01 2.477496337890625000e+01 2.479830932617187500e+01 2.464099121093750000e+01 2.400625610351562500e+01 2.501242065429687500e+01 2.523684692382812500e+01
2.402899169921875000e+01 2.476818847656250000e+01 2.431649780273437500e+01 2.473547363281250000e+01 2.375134277343750000e+01 2.450030517578125000e+01 2.413101196289062500e+01 2.440634155273437500e+01 2.385842895507812500e+01 2.447744750976562500e+01 2.422317504882812500e+01 2.407455444335937500e+01 2.444601440429687500e+01 2.427954101562500000e+01 2.405062866210937500e+01 2.390402221679687500e+01 2.375225830078125000e+01 2.362573242187500000e+01 2.348028564453125000e+01 2.438424682617187500e+01 2.413522338867187500e+01 2.442596435546875000e+01 2.473239135742187500e+01 2.439001464843750000e+01 2.386737060546875000e+01 2.405206298828125000e+01 2.480874633789062500e+01 2.400076293945312500e+01 2.388894653320312500e+01 2.360879516601562500e+01 2.343377685546875000e+01 2.327243041992187500e+01 2.399493408203125000e+01 2.444677734375000000e+01
2.356387329101562500e+01 2.453302001953125000e+01 2.407348632812500000e+01 2.432177734375000000e+01 2.326873779296875000e+01 2.430062866210937500e+01 2.351437377929687500e+01 2.363751220703125000e+01 2.377688598632812500e+01 2.406051635742187500e+01 2.352020263671875000e+01 2.337915039062500000e+01 2.375344848632812500e+01 2.378045654296875000e+01 2.359951782226562500e+01 2.357653808593750000e+01 2.286978149414062500e+01 2.308825683593750000e+01 2.333200073242187500e+01 2.426046752929687500e+01 2.363687133789062500e+01 2.415634155273437500e+01 2.445437622070312500e+01 2.392071533203125000e+01 2.292370605468750000e+01 2.345040893554687500e+01 2.432373046875000000e+01 2.361761474609375000e+01 2.394506835937500000e+01 2.295254516601562500e+01 2.297424316406250000e+01 2.276675415039062500e+01 2.367413330078125000e+01 2.382635498046875000e+01
2.292834472656250000e+01 2.451620483398437500e+01 2.371499633789062500e+01 2.411141967773437500e+01 2.371109008789062500e+01 2.475341796875000000e+01 2.321975708007812500e+01 2.407205200195312500e+01 2.408703613281250000e+01 2.401181030273437500e+01 2.410830688476562500e+01 2.359936523437500000e+01 2.372280883789062500e+01 2.421228027343750000e+01 2.322674560546875000e+01 2.377209472656250000e+01 2.328283691406250000e+01 2.317996215820312500e+01 2.341485595703125000e+01 2.390194702148437500e+01 2.351904296875000000e+01 2.442391967773437500e+01 2.452975463867187500e+01 2.401397705078125000e+01 2.310430908203125000e+01 2.308596801757812500e+01 2.438122558593750000e+01 2.302670288085937500e+01 2.382858276367187500e+01 2.323239135742187500e+01 2.265628051757812500e+01 2.273010253906250000e+01 2.399670410156250000e+01 2.391488647460937500e+01
2.346649169921875000e+01 2.504586791992187500e+01 2.401242065429687500e+01 2.442803955078125000e+01 2.423724365234375000e+01 2.485812377929687500e+01 2.367660522460937500e+01 2.430459594726562500e+01 2.425881958007812500e+01 2.477587890625000000e+01 2.449017333984375000e+01 2.410256958007812500e+01 2.429708862304687500e+01 2.450299072265625000e+01 2.372177124023437500e+01 2.422097778320312500e+01 2.372732543945312500e+01 2.344699096679687500e+01 2.400341796875000000e+01 2.414706420898437500e+01 2.404943847656250000e+01 2.473596191406250000e+01 2.478024291992187500e+01 2.379345703125000000e+01 2.334133911132812500e+01 2.359701538085937500e+01 2.482339477539062500e+01 2.334075927734375000e+01 2.417150878906250000e+01 2.333407592773437500e+01 2.318685913085937500e+01 2.307669067382812500e+01 2.447399902343750000e+01 2.434527587890625000e+01
