2.418850708007812500e+01 2.418908691406250000e+01 2.415588378906250000e+01 2.417819213867187500e+01 2.416250610351562500e+01 2.418750000000000000e+01 2.419064331054687500e+01 2.418942260742187500e+01 2.419647216796875000e+01 2.420187377929687500e+01 2.417456054687500000e+01 2.417517089843750000e+01 2.422680664062500000e+01 2.418444824218750000e+01 2.418243408203125000e+01
2.426263427734375000e+01 2.423724365234375000e+01 2.428347778320312500e+01 2.445220947265625000e+01 2.452664184570312500e+01 2.451721191406250000e+01 2.439801025390625000e+01 2.439035034179687500e+01 2.437387084960937500e+01 2.431427001953125000e+01 2.427926635742187500e+01 2.430645751953125000e+01 2.417721557617187500e+01 2.448950195312500000e+01 2.431668090820312500e+01
2.498056030273437500e+01 2.472158813476562500e+01 2.516912841796875000e+01 2.513671875000000000e+01 2.473449707031250000e+01 2.480096435546875000e+01 2.497073364257812500e+01 2.500759887695312500e+01 2.511016845703125000e+01 2.504803466796875000e+01 2.472424316406250000e+01 2.505120849609375000e+01 2.493020629882812500e+01 2.463128662109375000e+01 2.492764282226562500e+01
2.558044433593750000e+01 2.543225097656250000e+01 2.552935791015625000e+01 2.557321166992187500e+01 2.536111450195312500e+01 2.523663330078125000e+01 2.525808715820312500e+01 2.552413940429687500e+01 2.543777465820312500e+01 2.552178955078125000e+01 2.551937866210937500e+01 2.555419921875000000e+01 2.538626098632812500e+01 2.539685058593750000e+01 2.535012817382812500e+01
2.578500366210937500e+01 2.611889648437500000e+01 2.586645507812500000e+01 2.608596801757812500e+01 2.593734741210937500e+01 2.589483642578125000e+01 2.573748779296875000e+01 2.618887329101562500e+01 2.601239013671875000e+01 2.594396972656250000e+01 2.607684326171875000e+01 2.603610229492187500e+01 2.592471313476562500e+01 2.581945800781250000e+01 2.583609008789062500e+01
2.596160888671875000e+01 2.626739501953125000e+01 2.608465576171875000e+01 2.617712402343750000e+01 2.627465820312500000e+01 2.607141113281250000e+01 2.577532958984375000e+01 2.660333251953125000e+01 2.636654663085937500e+01 2.600283813476562500e+01 2.620391845703125000e+01 2.575326538085937500e+01 2.613027954101562500e+01 2.599301147460937500e+01 2.629318237304687500e+01
2.545471191406250000e+01 2.601412963867187500e+01 2.570199584960937500e+01 2.622723388671875000e+01 2.612670898437500000e+01 2.576983642578125000e+01 2.575503540039062500e+01 2.598175048828125000e+01 2.601837158203125000e+01 2.577728271484375000e+01 2.611856079101562500e+01 2.550125122070312500e+01 2.618548583984375000e+01 2.564562988281250000e+01 2.617059326171875000e+01
2.444876098632812500e+01 2.546163940429687500e+01 2.501370239257812500e+01 2.481985473632812500e+01 2.545599365234375000e+01 2.518707275390625000e+01 2.483468627929687500e+01 2.465792846679687500e+01 2.531851196289062500e+01 2.534152221679687500e+01 2.520111083984375000e+01 2.427423095703125000e+01 2.534832763671875000e+01 2.469119262695312500e+01 2.538351440429687500e+01
2.341555786132812500e+01 2.456118774414062500e+01 2.430484008789062500e+01 2.375305175781250000e+01 2.456329345703125000e+01 2.404763793945312500e+01 2.391073608398437500e+01 2.364810180664062500e+01 2.394155883789062500e+01 2.420202636718750000e+01 2.472283935546875000e+01 2.310009765625000000e+01 2.493942260742187500e+01 2.351333618164062500e+01 2.447305297851562500e+01
2.272509765625000000e+01 2.428320312500000000e+01 2.408358764648437500e+01 2.354208374023437500e+01 2.412274169921875000e+01 2.403854370117187500e+01 2.325238037109375000e+01 2.323089599609375000e+01 2.367800903320312500e+01 2.412786865234375000e+01 2.407333374023437500e+01 2.244458007812500000e+01 2.430233764648437500e+01 2.297964477539062500e+01 2.392095947265625000e+01
2.251034545898437500e+01 2.385095214843750000e+01 2.381826782226562500e+01 2.355258178710937500e+01 2.413693237304687500e+01 2.362475585937500000e+01 2.351675415039062500e+01 2.346911621093750000e+01 2.383447265625000000e+01 2.422518920898437500e+01 2.411825561523437500e+01 2.273654174804687500e+01 2.462496948242187500e+01 2.294860839843750000e+01 2.461776733398437500e+01
