2.407348632812500000e+01 2.418856811523437500e+01 2.450500488281250000e+01 2.397088623046875000e+01 2.449963378906250000e+01 2.603356933593750000e+01 2.719735717773437500e+01 2.741522216796875000e+01 2.389535522460937500e+01 2.441854858398437500e+01
2.426538085937500000e+01 2.425018310546875000e+01 2.476538085937500000e+01 2.430654907226562500e+01 2.484252929687500000e+01 2.618621826171875000e+01 2.726809692382812500e+01 2.742834472656250000e+01 2.401733398437500000e+01 2.496261596679687500e+01
2.484637451171875000e+01 2.461987304687500000e+01 2.545178222656250000e+01 2.455398559570312500e+01 2.547186279296875000e+01 2.637649536132812500e+01 2.702911376953125000e+01 2.737615966796875000e+01 2.450643920898437500e+01 2.559069824218750000e+01
2.480117797851562500e+01 2.460598754882812500e+01 2.591171264648437500e+01 2.489431762695312500e+01 2.608178710937500000e+01 2.669589233398437500e+01 2.706527709960937500e+01 2.733892822265625000e+01 2.513281250000000000e+01 2.597912597656250000e+01
2.526449584960937500e+01 2.470779418945312500e+01 2.657290649414062500e+01 2.549679565429687500e+01 2.659594726562500000e+01 2.695251464843750000e+01 2.692333984375000000e+01 2.742559814453125000e+01 2.573077392578125000e+01 2.637442016601562500e+01
2.579681396484375000e+01 2.516897583007812500e+01 2.686154174804687500e+01 2.559924316406250000e+01 2.710235595703125000e+01 2.712286376953125000e+01 2.619906616210937500e+01 2.686282348632812500e+01 2.585781860351562500e+01 2.669989013671875000e+01
2.548568725585937500e+01 2.521197509765625000e+01 2.692752075195312500e+01 2.546636962890625000e+01 2.722888183593750000e+01 2.712606811523437500e+01 2.524234008789062500e+01 2.539389038085937500e+01 2.570162963867187500e+01 2.619970703125000000e+01
2.480789184570312500e+01 2.470892333984375000e+01 2.621166992187500000e+01 2.474606323242187500e+01 2.672137451171875000e+01 2.656973266601562500e+01 2.429772949218750000e+01 2.372140502929687500e+01 2.508587646484375000e+01 2.519842529296875000e+01
2.419625854492187500e+01 2.426770019531250000e+01 2.550189208984375000e+01 2.377975463867187500e+01 2.640829467773437500e+01 2.572726440429687500e+01 2.303442382812500000e+01 2.277468872070312500e+01 2.384030151367187500e+01 2.418533325195312500e+01
2.360073852539062500e+01 2.450970458984375000e+01 2.548712158203125000e+01 2.320370483398437500e+01 2.640524291992187500e+01 2.529861450195312500e+01 2.299093627929687500e+01 2.245516967773437500e+01 2.329144287109375000e+01 2.316168212890625000e+01
