2.416433715820312500e+01 2.418695068359375000e+01 2.416653442382812500e+01 2.417559814453125000e+01 2.417269897460937500e+01 2.419952392578125000e+01 2.417086791992187500e+01 2.420028686523437500e+01 2.416040039062500000e+01 2.414392089843750000e+01 2.417630004882812500e+01 2.414688110351562500e+01 2.418905639648437500e+01 2.415649414062500000e+01 2.417105102539062500e+01 2.416723632812500000e+01 2.420605468750000000e+01 2.419631958007812500e+01 2.414654541015625000e+01 2.417257690429687500e+01
2.432015991210937500e+01 2.409503173828125000e+01 2.417291259765625000e+01 2.447000122070312500e+01 2.440383911132812500e+01 2.436611938476562500e+01 2.454293823242187500e+01 2.447463989257812500e+01 2.440188598632812500e+01 2.425567626953125000e+01 2.454360961914062500e+01 2.463281250000000000e+01 2.431930541992187500e+01 2.446569824218750000e+01 2.437155151367187500e+01 2.474008178710937500e+01 2.442568969726562500e+01 2.430911254882812500e+01 2.465713500976562500e+01 2.440270996093750000e+01
2.475961303710937500e+01 2.504837036132812500e+01 2.508309936523437500e+01 2.519204711914062500e+01 2.491735839843750000e+01 2.503680419921875000e+01 2.488351440429687500e+01 2.492053222656250000e+01 2.476107788085937500e+01 2.480340576171875000e+01 2.524737548828125000e+01 2.527124023437500000e+01 2.489859008789062500e+01 2.481546020507812500e+01 2.479376220703125000e+01 2.519207763671875000e+01 2.510733032226562500e+01 2.503915405273437500e+01 2.491250610351562500e+01 2.519320678710937500e+01
2.541662597656250000e+01 2.567364501953125000e+01 2.549758911132812500e+01 2.573934936523437500e+01 2.530233764648437500e+01 2.561093139648437500e+01 2.535653686523437500e+01 2.561172485351562500e+01 2.546066284179687500e+01 2.570413208007812500e+01 2.565795898437500000e+01 2.561291503906250000e+01 2.551284790039062500e+01 2.528341674804687500e+01 2.538555908203125000e+01 2.553024291992187500e+01 2.565237426757812500e+01 2.556307983398437500e+01 2.508514404296875000e+01 2.563504028320312500e+01
2.618862915039062500e+01 2.600149536132812500e+01 2.608111572265625000e+01 2.627252197265625000e+01 2.565185546875000000e+01 2.618264770507812500e+01 2.585977172851562500e+01 2.604956054687500000e+01 2.614352416992187500e+01 2.625085449218750000e+01 2.584326171875000000e+01 2.610498046875000000e+01 2.618969726562500000e+01 2.566275024414062500e+01 2.613082885742187500e+01 2.601553344726562500e+01 2.598217773437500000e+01 2.603668212890625000e+01 2.552337646484375000e+01 2.614511108398437500e+01
2.644812011718750000e+01 2.624972534179687500e+01 2.616549682617187500e+01 2.653964233398437500e+01 2.592361450195312500e+01 2.624737548828125000e+01 2.605908203125000000e+01 2.599322509765625000e+01 2.632138061523437500e+01 2.656317138671875000e+01 2.604623413085937500e+01 2.648745727539062500e+01 2.627621459960937500e+01 2.593298339843750000e+01 2.642037963867187500e+01 2.600930786132812500e+01 2.627783203125000000e+01 2.632852172851562500e+01 2.600375366210937500e+01 2.649551391601562500e+01
2.632354736328125000e+01 2.606072998046875000e+01 2.544094848632812500e+01 2.635430908203125000e+01 2.585327148437500000e+01 2.597549438476562500e+01 2.584295654296875000e+01 2.575799560546875000e+01 2.567138671875000000e+01 2.615039062500000000e+01 2.577380371093750000e+01 2.619577026367187500e+01 2.590420532226562500e+01 2.613220214843750000e+01 2.617202758789062500e+01 2.543844604492187500e+01 2.587548828125000000e+01 2.603836059570312500e+01 2.590264892578125000e+01 2.589495849609375000e+01
2.554434204101562500e+01 2.509509277343750000e+01 2.484918212890625000e+01 2.509317016601562500e+01 2.485879516601562500e+01 2.465560913085937500e+01 2.478121948242187500e+01 2.481091308593750000e+01 2.418157958984375000e+01 2.549896240234375000e+01 2.503054809570312500e+01 2.529852294921875000e+01 2.510717773437500000e+01 2.564968872070312500e+01 2.502529907226562500e+01 2.467776489257812500e+01 2.498171997070312500e+01 2.506320190429687500e+01 2.518984985351562500e+01 2.498663330078125000e+01
2.445300292968750000e+01 2.417214965820312500e+01 2.396069335937500000e+01 2.468118286132812500e+01 2.401916503906250000e+01 2.349203491210937500e+01 2.400997924804687500e+01 2.417288208007812500e+01 2.344384765625000000e+01 2.452014160156250000e+01 2.386181640625000000e+01 2.413742065429687500e+01 2.406777954101562500e+01 2.451028442382812500e+01 2.377789306640625000e+01 2.326531982421875000e+01 2.420263671875000000e+01 2.411010742187500000e+01 2.421929931640625000e+01 2.413635253906250000e+01
2.399377441406250000e+01 2.346789550781250000e+01 2.333337402343750000e+01 2.417376708984375000e+01 2.366220092773437500e+01 2.339581298828125000e+01 2.346432495117187500e+01 2.354791259765625000e+01 2.266302490234375000e+01 2.398657226562500000e+01 2.351806640625000000e+01 2.356124877929687500e+01 2.376950073242187500e+01 2.384823608398437500e+01 2.315280151367187500e+01 2.235083007812500000e+01 2.373629760742187500e+01 2.347744750976562500e+01 2.331027221679687500e+01 2.349310302734375000e+01
2.434664916992187500e+01 2.357315063476562500e+01 2.304821777343750000e+01 2.422705078125000000e+01 2.361303710937500000e+01 2.324264526367187500e+01 2.331893920898437500e+01 2.376486206054687500e+01 2.289913940429687500e+01 2.436947631835937500e+01 2.399346923828125000e+01 2.344985961914062500e+01 2.441531372070312500e+01 2.442074584960937500e+01 2.334228515625000000e+01 2.246987915039062500e+01 2.370489501953125000e+01 2.361718750000000000e+01 2.401351928710937500e+01 2.364990234375000000e+01
2.520840454101562500e+01 2.392111206054687500e+01 2.351733398437500000e+01 2.457449340820312500e+01 2.349822998046875000e+01 2.347073364257812500e+01 2.348715209960937500e+01 2.393487548828125000e+01 2.334063720703125000e+01 2.472122192382812500e+01 2.431494140625000000e+01 2.395162963867187500e+01 2.448834228515625000e+01 2.450744628906250000e+01 2.356695556640625000e+01 2.261694335937500000e+01 2.387155151367187500e+01 2.406597900390625000e+01 2.432641601562500000e+01 2.405718994140625000e+01
