2.415533447265625000e+01 2.418301391601562500e+01 2.419598388671875000e+01 2.416052246093750000e+01 2.418612670898437500e+01
2.450173950195312500e+01 2.447766113281250000e+01 2.439254760742187500e+01 2.431362915039062500e+01 2.450299072265625000e+01
2.499340820312500000e+01 2.513586425781250000e+01 2.528799438476562500e+01 2.501086425781250000e+01 2.513192749023437500e+01
2.561825561523437500e+01 2.547290039062500000e+01 2.552239990234375000e+01 2.545443725585937500e+01 2.555453491210937500e+01
2.601892089843750000e+01 2.615228271484375000e+01 2.601513671875000000e+01 2.594790649414062500e+01 2.602828979492187500e+01
2.595458984375000000e+01 2.628720092773437500e+01 2.593441772460937500e+01 2.631384277343750000e+01 2.650524902343750000e+01
2.564062500000000000e+01 2.583377075195312500e+01 2.567929077148437500e+01 2.584887695312500000e+01 2.622045898437500000e+01
2.454995727539062500e+01 2.522192382812500000e+01 2.524731445312500000e+01 2.506948852539062500e+01 2.515118408203125000e+01
2.404327392578125000e+01 2.421963500976562500e+01 2.404711914062500000e+01 2.425933837890625000e+01 2.436337280273437500e+01
2.342028808593750000e+01 2.377728271484375000e+01 2.375918579101562500e+01 2.372714233398437500e+01 2.396746826171875000e+01
2.343865966796875000e+01 2.390197753906250000e+01 2.456143188476562500e+01 2.376727294921875000e+01 2.390390014648437500e+01
2.381115722656250000e+01 2.393920898437500000e+01 2.457528686523437500e+01 2.434365844726562500e+01 2.434609985351562500e+01
2.393447875976562500e+01 2.409082031250000000e+01 2.486730957031250000e+01 2.465603637695312500e+01 2.470700073242187500e+01
2.458050537109375000e+01 2.453546142578125000e+01 2.539852905273437500e+01 2.522293090820312500e+01 2.508358764648437500e+01
2.505319213867187500e+01 2.491094970703125000e+01 2.567343139648437500e+01 2.548864746093750000e+01 2.558892822265625000e+01
2.551370239257812500e+01 2.565020751953125000e+01 2.595712280273437500e+01 2.609439086914062500e+01 2.603393554687500000e+01
2.625006103515625000e+01 2.617962646484375000e+01 2.639276123046875000e+01 2.648388671875000000e+01 2.656341552734375000e+01
2.671719360351562500e+01 2.652667236328125000e+01 2.666989135742187500e+01 2.670730590820312500e+01 2.687130737304687500e+01
2.685284423828125000e+01 2.636499023437500000e+01 2.656619262695312500e+01 2.656640625000000000e+01 2.681378173828125000e+01
2.603280639648437500e+01 2.541876220703125000e+01 2.606484985351562500e+01 2.556497192382812500e+01 2.577597045898437500e+01
2.556097412109375000e+01 2.470986938476562500e+01 2.499334716796875000e+01 2.531442260742187500e+01 2.445458984375000000e+01
2.539978027343750000e+01 2.386920166015625000e+01 2.419583129882812500e+01 2.458142089843750000e+01 2.410052490234375000e+01
2.543286132812500000e+01 2.423501586914062500e+01 2.441250610351562500e+01 2.539163208007812500e+01 2.450512695312500000e+01
2.607788085937500000e+01 2.463940429687500000e+01 2.467977905273437500e+01 2.579711914062500000e+01 2.458541870117187500e+01
2.639587402343750000e+01 2.475628662109375000e+01 2.518997192382812500e+01 2.637280273437500000e+01 2.511984252929687500e+01
2.676669311523437500e+01 2.494354248046875000e+01 2.554681396484375000e+01 2.656048583984375000e+01 2.517514038085937500e+01
2.697042846679687500e+01 2.511215209960937500e+01 2.576147460937500000e+01 2.677023315429687500e+01 2.574255371093750000e+01
2.718441772460937500e+01 2.553466796875000000e+01 2.604391479492187500e+01 2.711001586914062500e+01 2.598654174804687500e+01
2.729254150390625000e+01 2.592834472656250000e+01 2.652536010742187500e+01 2.730270385742187500e+01 2.621618652343750000e+01
